condition,checkpoint,seed,episode,episode_seed,n_steps,external_sha256,phi_r_g,group_decoupling_g,group_downward_g,group_part_driven_g,phi_r_atom_median_sum_g,phi_r_minus_atom_median_sum_g,g_partition_n1,g_partition_n2,g_partition_signature,atom_base_part0_to_whole_g,atom_parts_to_whole_g,atom_part1_to_whole_g,atom_whole_to_part0_g,atom_whole_to_parts_g,atom_whole_to_part1_g,atom_whole_to_whole_g,atom_part0_to_part1_g,atom_part1_to_part0_g,phi_r_z,z_partition_n1,z_partition_n2,z_partition_signature
coupled,12000,2,5,40973,800,e026480bfdede18b0cad8aa9a8396507da1a7d4e1d8f8b035f580d6cf1dfb08c,3.1817118176810673,0.8660645634774733,2.0446170994008623,0.15652579945477518,3.0672074623331107,0.11450435534795655,2,10,"A[3,10]|B[0,1,2,4,5,6,7,8,9,11]",0.11508446922524707,1.3647337272532865,0.7536900700597908,0.2621904715275041,0.4689449748425356,1.3134816530308226,0.8660645634774733,-1.3235214807751343,-0.7534609863084148,0.02687971464013489,6,10,"A[2,3,8,13,14,15]|B[0,1,4,5,6,7,9,10,11,12]"
coupled,12000,2,6,75240,800,aa52b477675f028f7f05585d6e76d7c1e052216fc5ff0c12d5b19191dbb9f848,3.192675788421613,2.101435340756818,1.0326259350582,0.09455615474485302,3.2286174305598707,-0.0359416421382579,1,11,"A[10]|B[0,1,2,3,4,5,6,7,8,9,11]",-0.11742808505139313,1.2787608300720437,0.0,-0.031021088458022428,0.0413458994455167,1.0223011240707058,2.101435340756818,-1.0667765902757975,0.0,0.047415985242588124,6,10,"A[1,3,7,11,12,14]|B[0,2,4,5,6,8,9,10,13,15]"
coupled,12000,2,7,16527,800,0193a206e04983fbfc2b0b7090a2206526ec6d42519b69d1a4291436c936eec5,1.667316713425738,-0.7987833015752215,2.402451115820332,0.04973076372307905,1.6533985779681892,0.01391813545754883,8,4,"A[1,2,4,6,7,8,9,11]|B[0,3,5,10]",1.4960741745604926,0.2898951796492448,1.0410506036923777,1.08401178256215,0.07565341696185657,1.2427859162963253,-0.7987833015752215,-1.6821142268888192,-1.0951749672902167,0.22724529726690545,1,15,"A[2]|B[0,1,3,4,5,6,7,8,9,10,11,12,13,14,15]"
coupled,12000,2,8,175267,800,61d4cf29a73d0fbebcfd1d461184e2ae14c4900d005b36c4d18f6b61215564be,3.711324930722945,2.8019682863889797,0.913675008625952,-0.0001737084145476686,3.715469586600384,-0.004144655877439174,1,11,"A[10]|B[0,1,2,3,4,5,6,7,8,9,11]",-0.27251963056573514,1.1911647944993997,0.0,-0.08959671328805019,0.10188330493780717,0.901388416976195,2.8019682863889797,-0.9188188723482122,0.0,0.03226342982167833,7,9,"A[2,6,7,9,10,14,15]|B[0,1,3,4,5,8,11,12,13]"
coupled,12000,2,9,813270,800,794bd6f53d04e380a07ad3b23a7b78a7204d02f669ee999f3c58aefed46e047b,2.4044846605576184,-0.6933599088607201,2.891956344011295,0.11339956662048589,2.31199600177106,0.09248865878655854,9,3,"A[1,2,4,5,6,7,8,9,11]|B[0,3,10]",1.2558625374779449,0.998955666442102,0.8231370308777628,1.6750154532286063,0.448457531017727,0.7684833597649616,-0.6933599088607201,-1.2558625374779449,-1.7086931306993791,0.23943123797454402,1,15,"A[7]|B[0,1,2,3,4,5,6,8,9,10,11,12,13,14,15]"
coupled,12000,3,0,850624,800,2bdde52c6bb6e994a3f0d7c441ff03c743b87486b9efafb8c87e3d9aefd1bf30,1.6519216916254011,1.2765791604160714,0.2973510582479879,0.007674078325869971,1.5816042969899293,0.07031739463547182,2,10,"A[2,10]|B[0,1,3,4,5,6,7,8,9,11]",0.07237319616347682,0.27558515674115536,0.0,0.0,0.0022106642812012023,0.2951403939667867,1.2765791604160714,-0.3402842745787622,0.0,0.07499220171383492,3,13,"A[5,10,14]|B[0,1,2,3,4,6,7,8,9,11,12,13,15]"
coupled,12000,3,1,636961,800,010aa30e51836eeb1d0b2f3c13fdad4d158ec9cd81af62b9fe181df4c7aef7c4,2.0924752742959822,1.0990833666862212,1.0040370677460677,0.0533369987266602,2.1564574331589488,-0.06398215886296654,2,10,"A[2,5]|B[0,1,3,4,6,7,8,9,10,11]",-0.08383341196199345,1.060698462690869,0.0,-0.035241744358367466,0.14095227915039343,0.8983265329540416,1.0990833666862212,-0.9235280520022154,0.0,0.219671667583201,1,15,"A[10]|B[0,1,2,3,4,5,6,7,8,9,11,12,13,14,15]"
coupled,12000,3,2,511136,800,a4040649f24d949a9daac8111c269e4d1a5257c969fae12fa7c69d0df9dbb2a3,1.8194463154870228,0.8657661559144967,0.8833445667675717,0.07407311775681213,1.8231838404388807,-0.0037375249518578624,1,11,"A[10]|B[0,1,2,3,4,5,6,7,8,9,11]",-0.1337127604637398,1.0960778096383583,0.0,-0.18310687625052813,0.2190447986438162,0.8474066443742836,0.8657661559144967,-0.8882919314178064,0.0,0.08048720921036989,2,14,"A[10,14]|B[0,1,2,3,4,5,6,7,8,9,11,12,13,15]"
coupled,12000,3,3,269786,800,f554c10b3a6ea3aad3da67bdd8822e211e5b121bc19cccf58079def91c367dd6,1.312573277360314,1.0824117173436667,0.18097731447750642,0.01147383575271732,1.2748628675738904,0.03771040978642359,3,9,"A[2,5,10]|B[0,1,3,4,6,7,8,9,11]",0.11435465366722974,0.21966743962097657,0.0,0.0,0.014253031213955047,0.16672428326355138,1.0824117173436667,-0.322548257535489,0.0,0.07395291836964063,10,6,"A[1,3,5,6,7,8,10,12,14,15]|B[0,2,4,9,11,13]"
coupled,12000,3,4,307829,800,efeb704908aab4b37f9eb437d7027df36470cc446a4008dae4aeb97dab9705a9,1.7515722510743688,1.028763015550303,0.7151919229747405,0.04392704024567562,1.787881978770719,-0.036309727696350214,2,10,"A[2,10]|B[0,1,3,4,5,6,7,8,9,11]",-0.24320608895993834,0.9649670235307056,0.0,-0.08204756140966474,0.12628062483887792,0.6709588595455274,1.028763015550303,-0.6778338943250917,0.0,0.09141191435614049,8,8,"A[1,2,5,7,8,11,13,15]|B[0,3,4,6,9,10,12,14]"
