condition,checkpoint,seed,phi_r_g,group_decoupling_g,group_downward_g,group_part_driven_g,phi_r_atom_median_sum_g,phi_r_minus_atom_median_sum_g,atom_base_part0_to_whole_g,atom_part0_to_part1_g,atom_part1_to_part0_g,atom_part1_to_whole_g,atom_parts_to_whole_g,atom_whole_to_part0_g,atom_whole_to_part1_g,atom_whole_to_parts_g,atom_whole_to_whole_g,phi_r_z
coupled,12000,17,2.5378983242620166,0.330323169110766,2.0931126065069385,0.08364496727776038,2.5915191768995087,0.0039622988092919975,0.3584541859058148,-1.6375535463099118,-0.4661070699963814,0.3849105253323103,1.2567055055387537,0.2710669553341911,1.2911230539138678,0.03651118442040846,0.330323169110766,0.062177361451193444
coupled,12000,18,2.1251054786732624,0.273790455872994,1.6019671919951999,0.05583148697581669,2.136116785524989,-0.01866205751775485,0.15059134498788618,-1.440194355430965,-0.2796839742060171,0.2835320694561725,1.1636254846064698,0.16015668159045915,1.2766039529505218,0.13282419607515228,0.273790455872994,0.03762681028087381
coupled,12000,19,1.9902157007699683,0.5578977187368122,1.9443468231331256,0.05883897491764911,2.026191407452756,0.004619745907545436,0.4062721166766411,-0.9863157263967511,-0.913201326404091,0.5920514344190476,0.9574684101345282,0.7652418828743037,0.9373407081239746,0.0949418531294497,0.5578977187368122,0.1258201912750155
coupled,12000,20,2.1159159768168463,0.14995890139532886,1.7636624393508207,0.07845835340505292,2.118245409306969,-0.03247644336189026,0.5019218548941162,-1.5282353906014963,-0.36306336990112326,0.36899231389300857,1.1020875156990555,0.3615543410497555,1.4265213162208807,0.08142716088220425,0.14995890139532886,0.03353706700799136
coupled,12000,21,2.293193822765896,0.9802623196342535,1.3017553827959132,0.06216910253905927,2.3434071818087476,0.0036444462513718356,-0.11723523324375207,-1.3044295788705997,0.0,0.0,1.2479957671631792,-0.022147542820215693,1.2444340692263745,0.12114637177359627,0.9802623196342535,0.07560808293144693
coupled,12000,22,4.090027606404282,1.720487998321504,1.8811471773096204,0.10815103694854103,4.028328688522322,0.035668014372196355,-0.35121917107412803,-1.6921354442880872,-0.19062825153294757,0.20020109840338784,2.2889439666144815,-0.27109437810534087,1.661220463841992,0.5451143881875005,1.720487998321504,0.07581853000707277
coupled,12000,23,2.2195400923279625,-0.5178701218952986,2.560381388528886,0.0659234165024265,2.139680857732701,0.03435190507411656,1.2266134879964246,-1.466433156706235,-1.384912439844085,1.1115593881152674,0.4588836638450491,1.2732675346552933,1.320356745878996,0.1792566962502613,-0.5178701218952986,0.059447499015976284
coupled,12000,24,2.126731959501078,-0.08960590238282995,2.3838003268323367,0.08120136000186262,2.112391792016699,-0.007068363017755486,0.964259378042249,-1.3582435020398989,-1.0900510556092196,0.6016640822678471,1.0995349414163724,0.9737129582231312,1.3127606244588361,0.19686767594158583,-0.08960590238282995,0.06730384646856717
coupled,12000,25,1.8104856998570833,0.5756726600621545,1.2723197919805866,0.06592493200343053,1.8532654074947112,-0.0604806876971401,0.05957877976349668,-0.9659613427176607,-0.3279672353481229,0.17544061509499587,1.3001619584560653,0.2826157031204033,0.9514550776353653,0.17174608546124648,0.5756726600621545,0.07387440761690786
coupled,12000,26,2.2000729525044402,0.5934882372162269,1.6418032149008792,0.07270169074952748,2.1577514742933177,0.02233004931851057,0.6515716667282825,-0.6645217901260907,-1.0721379016439028,0.4382084330485756,0.6721489209074473,1.0714496291134905,0.6013034979042567,0.1776076015587038,0.5934882372162269,0.07877603943536121
coupled,12000,27,2.69027280300516,0.35348208409393456,2.5009962578557134,0.0920824231608185,2.693442924359269,0.023685520625293943,0.3647398004334784,-1.7567377253393457,-0.7545687148707867,0.7572542924350922,1.4147098811645737,0.380631805214773,1.7381210922437118,0.31095126468508427,0.35348208409393456,0.013880512907984206
