contrast,n_seeds,median_effect,ci95_low,ci95_high,wilcoxon_p,n_positive,n_negative,n_zero,metric,median_step0,median_step48
learning_48k_minus_0k|phi_r_g,30,-1.3837285102998447,-1.6667775350644867,-1.1504495824310652,3.725290298461914e-09,1,29,0,phi_r_g,3.294433556193859,1.9273131028804606
learning_48k_minus_0k|group_decoupling_g,30,1.1940977980546321,0.8620009798960331,1.3220410093208468,1.6391277313232422e-07,28,2,0,group_decoupling_g,-0.9779146419668061,0.012707914651456147
learning_48k_minus_0k|group_downward_g,30,-2.3680662874584186,-2.781112540693678,-1.9735061586332243,1.862645149230957e-09,0,30,0,group_downward_g,4.023338705426829,1.8483274626457717
learning_48k_minus_0k|group_part_driven_g,30,-0.035855602381692206,-0.04615471810428597,0.001763948992191726,0.00577649287879467,10,20,0,group_part_driven_g,0.09573690186902885,0.0719550837608083
learning_48k_minus_0k|phi_r_z,30,0.029684955497241698,0.01492097130041048,0.037131248322925255,5.973502993583679e-06,25,5,0,phi_r_z,0.028535614735155777,0.05682935059906175
learning_48k_minus_0k|whole_to_single_sum,30,-2.130471911141134,-2.389737477368851,-1.5998178910897387,1.862645149230957e-09,0,30,0,whole_to_single_sum,3.643271000161212,1.6256835074444078
learning_48k_minus_0k|whole_to_parts,30,-0.2154784967144026,-0.3044988712279092,-0.14445045926169436,6.917864084243774e-06,3,27,0,whole_to_parts,0.3935492841694985,0.15590557194333693
learning_48k_minus_0k|downward_reconstructed,30,-2.3680662874584186,-2.781112540693678,-1.9696950618767808,1.862645149230957e-09,0,30,0,downward_reconstructed,4.023338705426829,1.8483274626457717
