group,seed,episode,tau,phi_g
untrained,1,1,136,4.36212821113932
untrained,1,1,141,3.0972862090699227
untrained,1,2,-279,3.541937317431027
untrained,1,2,-274,3.922667303559959
untrained,1,2,-269,4.400234140823251
untrained,1,2,-264,3.132572990866466
untrained,1,2,-259,1.2456525675682038
untrained,1,2,-254,1.9473866293915747
untrained,1,2,-249,2.0616707070551348
untrained,1,2,-244,3.414300845753516
untrained,1,2,-239,3.1680514940770244
untrained,1,2,-234,2.48396096307758
untrained,1,2,-229,1.7183563730642795
untrained,1,2,-224,3.935255740081151
untrained,1,2,-219,4.177903370910856
untrained,1,2,-214,4.258040445383237
untrained,1,2,-209,4.092486166892549
untrained,1,2,-204,2.8252929747715214
untrained,1,2,-199,2.375963475734521
untrained,1,2,-194,2.684755742673444
untrained,1,2,-189,2.8796657893345317
untrained,1,2,-184,3.5048196119447566
untrained,1,2,-179,3.4346876162251156
untrained,1,2,-174,3.3587050488171464
untrained,1,2,-169,3.1069352375544357
untrained,1,2,-164,2.118383998391531
untrained,1,2,-159,2.636164347287305
untrained,1,2,-154,2.701517112735361
untrained,1,2,-149,2.513955517996027
untrained,1,2,-144,2.6323961577654478
untrained,1,2,-139,2.9559687775507544
untrained,1,2,-134,3.0274193480439915
untrained,1,2,-129,2.9691649641688453
untrained,1,2,-124,2.8791483799355233
untrained,1,2,-119,3.4812580363832555
untrained,1,2,-114,1.6684003262182676
untrained,1,2,-109,1.6746391844126083
untrained,1,2,-104,2.6708002538811653
untrained,1,2,-99,2.575801483219517
untrained,1,2,-94,2.6472346597799934
untrained,1,2,-89,2.6517379094127476
untrained,1,2,-84,2.620178143897318
untrained,1,2,-79,2.6793100284760927
untrained,1,2,-74,2.6019282463700355
untrained,1,2,-69,2.4090068475433597
untrained,1,2,-64,1.3064398571579372
untrained,1,2,-59,1.2062169437031227
untrained,1,2,-54,1.1135951521183154
untrained,1,2,-49,1.0735977900283795
untrained,1,2,-44,2.688930155244447
untrained,1,2,-39,3.428982517148397
untrained,1,2,-34,3.245985535808768
untrained,1,2,-29,2.3189450513576855
untrained,1,2,-24,3.4776258788082473
untrained,1,2,-19,3.274889715011975
untrained,1,2,-14,3.2280973638317416
untrained,1,2,-9,3.156952991529963
untrained,1,2,-4,2.9314115065672364
untrained,1,2,1,2.659127017863254
untrained,1,2,6,1.7337456772049018
untrained,1,2,11,1.9100662652118634
untrained,1,2,16,2.1599823151979463
untrained,1,2,21,2.326952613822216
untrained,1,2,26,2.240297995710881
untrained,1,2,31,2.3680020867752996
untrained,1,2,36,2.152866878434452
untrained,1,2,41,1.4757173466557754
untrained,1,2,46,2.157782679520964
untrained,1,2,51,2.8615806845084015
untrained,1,2,56,4.143300543923813
untrained,1,2,61,3.8389517413019676
untrained,1,2,66,3.251602011913314
untrained,1,2,71,2.3854198281878682
untrained,1,2,76,2.2442470960995635
untrained,1,2,81,1.3626702684112804
untrained,1,2,86,2.6489175374723066
untrained,1,2,91,2.8688523614554287
untrained,1,2,96,3.5700256211296364
untrained,1,2,101,3.5895295964927545
untrained,1,2,106,3.9552883935824323
untrained,1,2,111,4.4941725023311365
untrained,1,2,116,5.379137921689226
untrained,1,2,121,4.504260466920781
untrained,1,2,126,2.5181704246199477
untrained,1,2,131,2.594349880679309
untrained,1,2,136,2.5376056858975486
untrained,1,2,141,2.201929460410152
untrained,1,3,-279,2.498241972852531
untrained,1,3,-274,3.9090968250247005
untrained,1,3,-269,4.1653365844147
untrained,1,3,-264,3.7329094674883243
untrained,1,3,-259,4.1093905364356225
untrained,1,3,-254,3.266363582278362
untrained,1,3,-249,2.9349118792482254
untrained,1,3,-244,1.6352452646663518
untrained,1,3,-239,1.9932892292342723
untrained,1,3,-234,2.4080340980055466
untrained,1,3,-229,3.1881958600164695
untrained,1,3,-224,3.117834628995836
untrained,1,3,-219,2.8645214585593237
untrained,1,3,-214,2.342917449328393
untrained,1,3,-209,2.1522296523701168
untrained,1,3,-204,2.0750952123915862
untrained,1,3,-199,2.0144084780967386
untrained,1,3,-194,1.3247681208935191
untrained,1,3,-189,3.1033403992810458
untrained,1,3,-184,3.181117497356838
untrained,1,3,-179,2.7567432817426494
untrained,1,3,-174,2.3955072946717864
untrained,1,3,-169,2.7623668942343693
untrained,1,3,-164,3.5493309330023544
untrained,1,3,-159,3.055816444850022
untrained,1,3,-154,3.2683645654825275
untrained,1,3,-149,3.412234902876796
untrained,1,3,-144,3.513557477211359
untrained,1,3,-139,3.441429117141487
untrained,1,3,-134,2.3445652814330002
untrained,1,3,-129,3.2207782567138814
untrained,1,3,-124,3.7732959075193073
untrained,1,3,-119,4.037256452809391
untrained,1,3,-114,4.5867543241838735
untrained,1,3,-109,4.404865060117801
untrained,1,3,-104,3.8817706964086836
untrained,1,3,-99,4.311664561149611
untrained,1,3,-94,4.645980418628783
untrained,1,3,-89,4.728319661246434
untrained,1,3,-84,4.580431703212087
untrained,1,3,-79,4.413556197307633
untrained,1,3,-74,3.4482360498491174
untrained,1,3,-69,3.4116176326169114
untrained,1,3,-64,3.7127777884822195
untrained,1,3,-59,3.628672052874456
untrained,1,3,-54,3.474654137053901
untrained,1,3,-49,3.0254492106674546
untrained,1,3,-44,2.725554598991266
untrained,1,3,-39,1.98682680123847
untrained,1,3,-34,1.899072308744042
untrained,1,3,-29,1.979346445714576
untrained,1,3,-24,1.0783424562082722
untrained,1,3,-19,2.1271654071857933
untrained,1,3,-14,2.8244441953277235
untrained,1,3,-9,2.4393199405683896
untrained,1,3,-4,2.364033245450824
untrained,1,3,1,3.897698075668079
untrained,1,3,6,2.9416447865471254
untrained,1,3,11,3.5059963031950114
untrained,1,3,16,3.956375821904811
untrained,1,3,21,5.2245728164161935
untrained,1,3,26,4.274622609519017
untrained,1,3,31,4.657372403477552
untrained,1,3,36,4.403558521791869
untrained,1,3,41,2.8193674940177362
untrained,1,3,46,3.3220491387261233
untrained,1,3,51,5.358465639507229
untrained,1,3,56,3.543949392189562
untrained,1,3,61,3.1170705686856364
untrained,1,3,66,4.3669325371592755
untrained,1,3,71,5.338026100347458
untrained,1,3,76,5.904121127203954
untrained,1,3,81,6.079250369155119
untrained,1,3,86,5.708843691830242
untrained,1,3,91,5.282300631078559
untrained,1,3,96,4.919966720443696
untrained,1,3,101,5.14032856221391
untrained,1,3,106,5.049187030595174
untrained,1,3,111,4.60754325426995
untrained,1,3,116,3.847686844270661
untrained,1,3,121,3.6290474780661794
untrained,1,3,126,3.626083883980062
untrained,1,3,131,3.4441371018709437
untrained,1,3,136,3.1503240056934656
untrained,1,3,141,2.6984691615875134
untrained,1,4,-279,3.287954609355186
untrained,1,4,-274,4.921593162139417
untrained,1,4,-269,3.6547253813003233
untrained,1,4,-264,3.453491360932141
untrained,1,4,-259,3.2704270653143057
untrained,1,4,-254,2.337596860754324
untrained,1,4,-249,2.9710784048132277
untrained,1,4,-244,2.0188162621145196
untrained,1,4,-239,2.327310635960041
untrained,1,4,-234,2.3365304837962504
untrained,1,4,-229,1.9383901772977268
untrained,1,4,-224,2.860920466650922
untrained,1,4,-219,1.0959284272783845
untrained,1,4,-214,0.7802113147520755
untrained,1,4,-209,0.9081487458496471
untrained,1,4,-204,1.1259589955306888
untrained,1,4,-199,2.084947588764729
untrained,1,4,-194,4.143174515101599
untrained,1,4,-189,4.488653984052854
untrained,1,4,-184,4.513403523432748
untrained,1,4,-179,4.356434108384569
untrained,1,4,-174,3.655050464265247
untrained,1,4,-169,5.077265223870857
untrained,1,4,-164,5.379087245986447
untrained,1,4,-159,5.045804012915406
untrained,1,4,-154,4.112928285108693
untrained,1,4,-149,3.8935949213207173
untrained,1,4,-144,3.2991365633458116
untrained,1,4,-139,3.8855469566411838
untrained,1,4,-134,3.9730128577977544
untrained,1,4,-129,3.7443083132680672
untrained,1,4,-124,3.5433141076934067
untrained,1,4,-119,2.3522698561059103
untrained,1,4,-114,2.2209332862926097
untrained,1,4,-109,3.5678557387252177
untrained,1,4,-104,4.030265756016307
untrained,1,4,-99,4.510507417398078
untrained,1,4,-94,4.36498831296105
untrained,1,4,-89,3.7399291819099116
untrained,1,4,-84,3.379274585181856
untrained,1,4,-79,3.0201766135305954
untrained,1,4,-74,2.944785691485447
untrained,1,4,-69,2.5503929399688277
untrained,1,4,-64,1.4281070678187475
untrained,1,4,-59,0.8376920315864076
untrained,1,4,-54,0.49085808221890215
untrained,1,4,-49,0.5917337784432244
untrained,1,4,-44,0.6036994743718025
untrained,1,4,-39,0.5813698923095934
untrained,1,4,-34,1.1969114120765243
untrained,1,4,-29,0.8979576889988454
untrained,1,4,-24,0.7665848574417999
untrained,1,4,-19,1.0575766796549915
untrained,1,4,-14,1.2837962427744662
untrained,1,4,-9,1.3036252640605275
untrained,1,4,-4,1.66648937999674
untrained,1,4,1,3.1565833043198066
untrained,1,4,6,3.3955818640401247
untrained,1,4,11,2.538682449887593
untrained,1,4,16,2.809473587146938
untrained,1,4,21,3.0533556770884465
untrained,1,4,26,3.2175158066082727
untrained,1,4,31,3.078109722362501
untrained,1,4,36,2.9820169733333985
untrained,1,4,41,1.8457046048386259
untrained,1,4,46,1.5323859577486065
untrained,1,4,51,1.2153253413932157
untrained,1,4,56,0.9611148446749125
untrained,1,4,61,1.1546283446899668
untrained,1,4,66,1.6935675185792092
untrained,1,4,71,0.6626552269133046
untrained,1,4,76,1.6504327839451791
untrained,1,4,81,1.7690274935243007
untrained,1,4,86,1.7763286820923874
untrained,1,4,91,1.5973202777376707
untrained,1,4,96,1.399769128661674
untrained,1,4,101,1.1944493729873256
untrained,1,4,106,0.6500195906875259
untrained,1,4,111,0.6872024662145029
untrained,1,4,116,1.193798600741658
untrained,1,4,121,1.230030273371876
untrained,1,4,126,1.5591294806669262
untrained,1,4,131,1.7069510861435058
untrained,1,4,136,1.5296317989899375
untrained,1,4,141,1.3266665176274937
untrained,1,5,-279,2.1620900241818077
untrained,1,5,-274,2.2152259392404696
untrained,1,5,-269,3.1227307847283754
untrained,1,5,-264,2.6633519340743894
untrained,1,5,-259,2.6671445681045958
untrained,1,5,-254,3.423801982688442
untrained,1,5,-249,2.521164909446797
untrained,1,5,-244,3.2891576340453756
untrained,1,5,-239,2.779115756047606
untrained,1,5,-234,1.9421805642159229
untrained,1,5,-229,2.1850770760400406
untrained,1,5,-224,2.7079828872159477
untrained,1,5,-219,3.654194356437854
untrained,1,5,-214,2.949267150256694
untrained,1,5,-209,1.9391846281966973
untrained,1,5,-204,1.6185104059339732
untrained,1,5,-199,2.5513918551387036
untrained,1,5,-194,2.720033586004119
untrained,1,5,-189,2.7486124422137306
untrained,1,5,-184,2.5507533361523484
untrained,1,5,-179,2.34839398550769
untrained,1,5,-174,1.4991001086637243
untrained,1,5,-169,1.899116262125146
untrained,1,5,-164,1.6555601173462886
untrained,1,5,-159,1.4400289112957814
untrained,1,5,-154,1.5136319813558097
untrained,1,5,-149,2.1419097625348753
untrained,1,5,-144,2.943718742481012
untrained,1,5,-139,3.274967071686498
untrained,1,5,-134,3.241067194691446
untrained,1,5,-129,3.0671223679767126
untrained,1,5,-124,2.517526351136884
untrained,1,5,-119,3.4670306357548886
untrained,1,5,-114,3.802399329874868
untrained,1,5,-109,4.149720453611742
untrained,1,5,-104,4.343779315425559
untrained,1,5,-99,3.766806025057272
untrained,1,5,-94,3.004593222212189
untrained,1,5,-89,3.9086286766901956
untrained,1,5,-84,4.248196290598747
untrained,1,5,-79,4.158632162846779
untrained,1,5,-74,4.213063060674875
untrained,1,5,-69,4.686754111150124
untrained,1,5,-64,3.459227243780385
untrained,1,5,-59,2.2120030744624706
untrained,1,5,-54,2.6923386137391434
untrained,1,5,-49,2.8443271726128967
untrained,1,5,-44,3.1853236297542717
untrained,1,5,-39,3.5280969097958312
untrained,1,5,-34,3.734863032359421
untrained,1,5,-29,3.4659529633902255
untrained,1,5,-24,2.3956858606450213
untrained,1,5,-19,1.4929581711822026
untrained,1,5,-14,2.35063402904541
untrained,1,5,-9,3.068194119383347
untrained,1,5,-4,2.643323280797404
untrained,1,5,1,2.34022609491681
untrained,1,5,6,4.178694616787191
untrained,1,5,11,4.061464163103557
untrained,1,5,16,3.572798741946318
untrained,1,5,21,2.920536459956646
untrained,1,5,26,3.445592935395955
untrained,1,5,31,4.738686867482792
untrained,1,5,36,5.6167414284386465
untrained,1,5,41,5.750799816269554
untrained,1,5,46,5.317699019236624
untrained,1,5,51,3.694494645215415
untrained,1,5,56,3.329243903798455
untrained,1,5,61,2.7303346783027607
untrained,1,5,66,1.8589521015677706
untrained,1,5,71,3.3727353624446295
untrained,1,5,76,4.001296570115811
untrained,1,5,81,3.1802782780245407
untrained,1,5,86,5.552768177254742
untrained,1,5,91,5.768925870659431
untrained,1,5,96,5.473887919348495
untrained,1,5,101,5.437419611290158
untrained,1,5,106,5.511005558621755
untrained,1,5,111,5.435510295614743
untrained,1,5,116,5.145080642585047
untrained,1,5,121,3.194633210283068
untrained,1,5,126,3.2260667904258535
untrained,1,5,131,3.272766217655123
untrained,1,5,136,3.2593637196602114
untrained,1,5,141,2.96098124996856
untrained,1,6,-279,3.035124666730416
untrained,1,6,-274,2.9581919865129573
untrained,1,6,-269,3.7073999369790656
untrained,1,6,-264,4.57502607050625
untrained,1,6,-259,3.1704438378203803
untrained,1,6,-254,5.574620266227191
untrained,1,6,-249,3.5374419829096464
untrained,1,6,-244,2.5433274781396533
untrained,1,6,-239,2.577938111333852
untrained,1,6,-234,3.736046430864102
untrained,1,6,-229,4.073759834228986
untrained,1,6,-224,4.246036179342228
untrained,1,6,-219,4.0240588388329295
untrained,1,6,-214,4.07420931849542
untrained,1,6,-209,4.24041042656321
untrained,1,6,-204,4.693059047084467
untrained,1,6,-199,5.066700305743307
untrained,1,6,-194,5.346369187794231
untrained,1,6,-189,5.117872568607421
untrained,1,6,-184,4.622785938767223
untrained,1,6,-179,3.9880943977619157
untrained,1,6,-174,3.7958342893385044
untrained,1,6,-169,3.6924007502484955
untrained,1,6,-164,3.2002536067489906
untrained,1,6,-159,1.915581445770775
untrained,1,6,-154,2.363971189230597
untrained,1,6,-149,2.863065009367151
untrained,1,6,-144,3.3870188246522375
untrained,1,6,-139,3.019311370639332
untrained,1,6,-134,3.072953334017652
untrained,1,6,-129,2.283428643289177
untrained,1,6,-124,2.9733497611506925
untrained,1,6,-119,3.201610722184035
untrained,1,6,-114,2.9108958552493656
untrained,1,6,-109,2.4666014352551415
untrained,1,6,-104,1.7452785556500827
untrained,1,6,-99,2.1334760511592545
untrained,1,6,-94,1.7107294495525673
untrained,1,6,-89,0.8301597768532532
untrained,1,6,-84,1.7128992319651872
untrained,1,6,-79,2.142357473007541
untrained,1,6,-74,2.458224979636527
untrained,1,6,-69,2.6636693493104766
untrained,1,6,-64,2.701461737898427
untrained,1,6,-59,2.617040835439139
untrained,1,6,-54,2.5007852811235853
untrained,1,6,-49,2.3588306090898565
untrained,1,6,-44,1.00519023254746
untrained,1,6,-39,1.1373206718857107
untrained,1,6,-34,1.2870846699114402
untrained,1,6,-29,1.27658630023869
untrained,1,6,-24,1.2687942357622464
untrained,1,6,-19,1.5953185573260757
untrained,1,6,-14,2.0095808191723203
untrained,1,6,-9,2.2509978267519344
untrained,1,6,-4,3.7832690894004877
untrained,1,6,1,4.094413232266257
untrained,1,6,6,3.882749860843897
untrained,1,6,11,3.5061913104558657
untrained,1,6,16,1.9237481849026654
untrained,1,6,21,1.8686981051847023
untrained,1,6,26,2.72229939427033
untrained,1,6,31,2.4371908023745488
untrained,1,6,36,2.717925263464402
untrained,1,6,41,2.6636344035883437
untrained,1,6,46,2.782758144894659
untrained,1,6,51,2.443571483235891
untrained,1,6,56,1.2062336684140433
untrained,1,6,61,1.764464595770807
untrained,1,6,66,2.200034570892842
untrained,1,6,71,2.8710211098785985
untrained,1,6,76,3.704182178511592
untrained,1,6,81,2.745917516154254
untrained,1,6,86,4.571936917100281
untrained,1,6,91,4.717775892700912
untrained,1,6,96,3.483585680638086
untrained,1,6,101,3.8120746105607903
untrained,1,6,106,4.219765799615227
untrained,1,6,111,4.32233325291447
untrained,1,6,116,4.471865383242061
untrained,1,6,121,4.343788659449983
untrained,1,6,126,1.3693609566971952
untrained,1,6,131,2.037096037977191
untrained,1,6,136,1.7262595892471349
untrained,1,6,141,2.560770539764354
untrained,1,7,-279,2.329169732104356
untrained,1,7,-274,2.977174524755979
untrained,1,7,-269,3.6418514156791084
untrained,1,7,-264,3.294414564404494
untrained,1,7,-259,3.377648785801695
untrained,1,7,-254,3.1819335814596994
untrained,1,7,-249,1.710295699106223
untrained,1,7,-244,2.5197212188694107
untrained,1,7,-239,2.6439969235859335
untrained,1,7,-234,2.274264946991747
untrained,1,7,-229,2.322899822117243
untrained,1,7,-224,1.634092892211581
untrained,1,7,-219,1.8139275709437526
untrained,1,7,-214,1.9237172236009434
untrained,1,7,-209,2.04601199581286
untrained,1,7,-204,2.080885752509105
untrained,1,7,-199,1.6016253697053562
untrained,1,7,-194,0.8900021716081472
untrained,1,7,-189,1.981142480982487
untrained,1,7,-184,1.7293714175832733
untrained,1,7,-179,2.6755495201130293
untrained,1,7,-174,2.6534942549326948
untrained,1,7,-169,2.2650773882505075
untrained,1,7,-164,2.677553640451421
untrained,1,7,-159,2.590633419612859
untrained,1,7,-154,2.5183536908162254
untrained,1,7,-149,2.522429178415087
untrained,1,7,-144,2.5201551990490287
untrained,1,7,-139,2.5641217418123543
untrained,1,7,-134,2.0317579634662053
untrained,1,7,-129,1.4965066454752227
untrained,1,7,-124,1.6783939151930998
untrained,1,7,-119,3.6570644502064202
untrained,1,7,-114,4.199335910593433
untrained,1,7,-109,4.530102687672949
untrained,1,7,-104,4.7117389075572556
untrained,1,7,-99,4.071484671497807
untrained,1,7,-94,2.0727620448579334
untrained,1,7,-89,2.3374438932782153
untrained,1,7,-84,2.5210404938981057
untrained,1,7,-79,2.5276019765401925
untrained,1,7,-74,3.875552087403379
untrained,1,7,-69,4.123891271704437
untrained,1,7,-64,3.948082541085826
untrained,1,7,-59,3.42448446172582
untrained,1,7,-54,3.607333660528197
untrained,1,7,-49,4.060970179025923
untrained,1,7,-44,4.0809457272582845
untrained,1,7,-39,4.293896615652474
untrained,1,7,-34,4.463339068220063
untrained,1,7,-29,4.232638618986545
untrained,1,7,-24,3.596396253523035
untrained,1,7,-19,3.0767382703759223
untrained,1,7,-14,3.919892260857811
untrained,1,7,-9,4.539011428908577
untrained,1,7,-4,4.666944370194084
untrained,1,7,1,4.250975152409154
untrained,1,7,6,4.182952708829696
untrained,1,7,11,5.424114755323025
untrained,1,7,16,5.802159676934375
untrained,1,7,21,6.010495804204393
untrained,1,7,26,5.677147484502452
untrained,1,7,31,2.2518203783466237
untrained,1,7,36,3.7377563824566256
untrained,1,7,41,3.8405055681800886
untrained,1,7,46,5.278249922538052
untrained,1,7,51,3.446597113320905
untrained,1,7,56,5.807224395629774
untrained,1,7,61,5.926245100171144
untrained,1,7,66,5.4590001197251805
untrained,1,7,71,4.235868729292001
untrained,1,7,76,6.5909893268536655
untrained,1,7,81,6.589896362272501
untrained,1,7,86,6.165594494187448
untrained,1,7,91,3.3909683529062935
untrained,1,7,96,3.550430270464297
untrained,1,7,101,3.786583776611763
untrained,1,7,106,4.090422713278675
untrained,1,7,111,4.123124363427239
untrained,1,7,116,3.0279338648441083
untrained,1,7,121,3.387390413183329
untrained,1,7,126,3.4418709140410786
untrained,1,7,131,3.478177227779091
untrained,1,7,136,3.40698370669833
untrained,1,7,141,3.4122910855792394
untrained,1,8,-279,2.4842235438331532
untrained,1,8,-274,4.160579312432803
untrained,1,8,-269,5.795403750733833
untrained,1,8,-264,2.591543652863998
untrained,1,8,-259,3.8618307935438567
untrained,1,8,-254,3.91896549224336
untrained,1,8,-249,3.377614712977591
untrained,1,8,-244,2.824702444777043
untrained,1,8,-239,2.577807363289635
untrained,1,8,-234,2.203621819497192
untrained,1,8,-229,1.8759073331562188
untrained,1,8,-224,1.5911842463906516
untrained,1,8,-219,1.766963550074657
untrained,1,8,-214,3.098337176215216
untrained,1,8,-209,3.1730224290889475
untrained,1,8,-204,3.174187177798555
untrained,1,8,-199,3.746020704193337
untrained,1,8,-194,3.998318544636277
untrained,1,8,-189,3.1261026886007386
untrained,1,8,-184,3.964715953458552
untrained,1,8,-179,4.64214452988347
untrained,1,8,-174,4.696125270024072
untrained,1,8,-169,4.508319580858772
untrained,1,8,-164,3.8900898491988283
untrained,1,8,-159,4.991254698823474
untrained,1,8,-154,5.479076710726583
untrained,1,8,-149,5.417416151652752
untrained,1,8,-144,5.136644250493047
untrained,1,8,-139,3.979553020496104
untrained,1,8,-134,3.911066511414179
untrained,1,8,-129,3.8759637120271524
untrained,1,8,-124,3.78756800346747
untrained,1,8,-119,4.08514068518977
untrained,1,8,-114,4.030203107360283
untrained,1,8,-109,3.9858542865120112
untrained,1,8,-104,3.576573320880895
untrained,1,8,-99,3.0965698781865476
untrained,1,8,-94,2.7265479487419757
untrained,1,8,-89,2.886266959332716
untrained,1,8,-84,2.605145134706782
untrained,1,8,-79,2.2343301038080408
untrained,1,8,-74,2.4891448681626995
untrained,1,8,-69,1.82751646331335
untrained,1,8,-64,1.443108001523632
untrained,1,8,-59,1.308318659440537
untrained,1,8,-54,1.1964570232952874
untrained,1,8,-49,1.1019616000297634
untrained,1,8,-44,1.0671009835116523
untrained,1,8,-39,1.2294386017101442
untrained,1,8,-34,0.7018836435525214
untrained,1,8,-29,0.9901300436129581
untrained,1,8,-24,1.3658709868670293
untrained,1,8,-19,1.4880620928805615
untrained,1,8,-14,1.775662767185131
untrained,1,8,-9,1.9997395637391318
untrained,1,8,-4,2.0801772392344837
untrained,1,8,1,1.9725863387656322
untrained,1,8,6,1.908952358035299
untrained,1,8,11,1.7196853769589722
untrained,1,8,16,1.1759866150354172
untrained,1,8,21,0.7951810553071734
untrained,1,8,26,0.9742422762090732
untrained,1,8,31,0.7475080331364077
untrained,1,8,36,0.6982424943890115
untrained,1,8,41,1.0074509490786436
untrained,1,8,46,1.0707107154919415
untrained,1,8,51,0.8983243519473925
untrained,1,8,56,0.8378593317846272
untrained,1,8,61,1.1552470534176555
untrained,1,8,66,0.8416057175302633
untrained,1,8,71,0.8495533918704561
untrained,1,8,76,0.7728547727700712
untrained,1,8,81,1.166958899504263
untrained,1,8,86,1.2600381939524965
untrained,1,8,91,1.1766289086678259
untrained,1,8,96,1.5086138852396318
untrained,1,8,101,1.0013873409547438
untrained,1,8,106,0.6771410010518287
untrained,1,8,111,0.6784367498539607
untrained,1,8,116,0.7427265474878383
untrained,1,8,121,1.093520182005805
untrained,1,8,126,1.4373395667898545
untrained,1,8,131,1.421959180275663
untrained,1,8,136,1.1563850454977498
untrained,1,8,141,1.1771865546059304
untrained,1,9,-279,2.1071819035703165
untrained,1,9,-274,1.9232416656603686
untrained,1,9,-269,2.3971466491694415
untrained,1,9,-264,2.686932979492781
untrained,1,9,-259,0.7941449954817306
untrained,1,9,-254,2.3233381857038014
untrained,1,9,-249,2.516278954406906
untrained,1,9,-244,2.1283563530550613
untrained,1,9,-239,1.487576077138342
untrained,1,9,-234,1.8045762844618327
untrained,1,9,-229,1.3249762497305817
untrained,1,9,-224,1.7027919998086227
untrained,1,9,-219,2.1514861128638154
untrained,1,9,-214,2.3200703501175024
untrained,1,9,-209,2.741269133194405
untrained,1,9,-204,2.6161343195388973
untrained,1,9,-199,2.598687712910974
untrained,1,9,-194,2.7852226788856655
untrained,1,9,-189,2.960942387994238
untrained,1,9,-184,2.958076928914924
untrained,1,9,-179,2.545082532150519
untrained,1,9,-174,2.083956555290251
untrained,1,9,-169,2.042974408874011
untrained,1,9,-164,2.430344162176147
untrained,1,9,-159,2.709747500109913
untrained,1,9,-154,2.531141334151265
untrained,1,9,-149,1.822654293686926
untrained,1,9,-144,2.1130651906948756
untrained,1,9,-139,2.398481794648747
untrained,1,9,-134,3.2255301244121295
untrained,1,9,-129,3.132990984486102
untrained,1,9,-124,2.659294106560039
untrained,1,9,-119,2.6476268337420783
untrained,1,9,-114,2.4457041584959542
untrained,1,9,-109,2.141226576241387
untrained,1,9,-104,1.6671737751193934
untrained,1,9,-99,1.911538559274828
untrained,1,9,-94,2.151319056373456
untrained,1,9,-89,2.061027830091149
untrained,1,9,-84,2.150975302421603
untrained,1,9,-79,2.70441635630141
untrained,1,9,-74,2.545624185761712
untrained,1,9,-69,2.356336578562554
untrained,1,9,-64,2.410834098497852
untrained,1,9,-59,2.398133655268725
untrained,1,9,-54,2.335205455212452
untrained,1,9,-49,2.3191738989273896
untrained,1,9,-44,2.497805941012393
untrained,1,9,-39,3.104206089960118
untrained,1,9,-34,3.355788855895178
untrained,1,9,-29,3.84945408552048
untrained,1,9,-24,4.219070737718761
untrained,1,9,-19,4.629872012707748
untrained,1,9,-14,4.674715110595698
untrained,1,9,-9,4.3694606041242405
untrained,1,9,-4,4.029148283758229
untrained,1,9,1,3.589401622633787
untrained,1,9,6,3.563101245508922
untrained,1,9,11,5.42192228366531
untrained,1,9,16,5.940900248400042
untrained,1,9,21,6.258789191129062
untrained,1,9,26,6.164836108447479
untrained,1,9,31,5.371429793715777
untrained,1,9,36,3.4207135479418804
untrained,1,9,41,3.1485540703576937
untrained,1,9,46,3.595977910318551
untrained,1,9,51,4.058082176489948
untrained,1,9,56,3.9546140361382975
untrained,1,9,61,3.6019670968956516
untrained,1,9,66,3.343156270918321
untrained,1,9,71,3.317610639631684
untrained,1,9,76,3.61311072611878
untrained,1,9,81,3.9231457026010768
untrained,1,9,86,3.906774251431834
untrained,1,9,91,3.962980555721103
untrained,1,9,96,3.16985881049704
untrained,1,9,101,3.9790221479352645
untrained,1,9,106,3.2528397261677764
untrained,1,9,111,2.1232836766433794
untrained,1,9,116,1.9704011725352382
untrained,1,9,121,3.842520999750098
untrained,1,9,126,4.0455758236633015
untrained,1,9,131,4.279987676026083
untrained,1,9,136,4.150677152180528
untrained,1,9,141,3.5456424247206586
untrained,2,0,-279,3.3091199211270816
untrained,2,0,-274,4.205313605286483
untrained,2,0,-269,4.621037175435326
untrained,2,0,-264,5.26002484145746
untrained,2,0,-259,4.042751973527767
untrained,2,0,-254,3.828222683891901
untrained,2,0,-249,2.351914300593929
untrained,2,0,-244,2.620658065801342
untrained,2,0,-239,3.388490962682936
untrained,2,0,-234,2.2308102114517068
untrained,2,0,-229,2.0416650267535355
untrained,2,0,-224,1.7925653754577127
untrained,2,0,-219,1.5439724672536932
untrained,2,0,-214,1.9871903501641066
untrained,2,0,-209,3.1670948524297904
untrained,2,0,-204,4.7838763029977835
untrained,2,0,-199,4.878873042070556
untrained,2,0,-194,4.8970693960705205
untrained,2,0,-189,4.703357051527379
untrained,2,0,-184,4.347284653971129
untrained,2,0,-179,3.875286159861815
untrained,2,0,-174,2.834998817977839
untrained,2,0,-169,4.43427266980743
untrained,2,0,-164,4.161710306077062
untrained,2,0,-159,3.2934644518872163
untrained,2,0,-154,2.2069146985960058
untrained,2,0,-149,2.1892381948081914
untrained,2,0,-144,1.8614067859457424
untrained,2,0,-139,2.0686719234598896
untrained,2,0,-134,2.3225155659803605
untrained,2,0,-129,2.0737728910172315
untrained,2,0,-124,2.085585264283586
untrained,2,0,-119,1.5126310427301388
untrained,2,0,-114,1.77819344377531
untrained,2,0,-109,1.858826446562619
untrained,2,0,-104,1.3275164700124908
untrained,2,0,-99,1.457730265519636
untrained,2,0,-94,1.4404702317140454
untrained,2,0,-89,1.7574155043273767
untrained,2,0,-84,1.6945129023437588
untrained,2,0,-79,2.0562206255918394
untrained,2,0,-74,2.0510955987890203
untrained,2,0,-69,2.004584936965953
untrained,2,0,-64,1.863732206522221
untrained,2,0,-59,1.7233177684516539
untrained,2,0,-54,1.7115233291652763
