seed,episode,phi_r_z,phi_r_g,phi_r_joint,delta_phi_r,group
17,9,0.008715666451014917,4.83150652346057,3.89853460284567,-0.9329719206149001,untrained
18,0,0.03776381887270405,3.38854049338291,4.0932727520552525,0.7047322586723426,untrained
18,1,0.03620286029588286,2.3233048255522997,3.0349519914801406,0.7116471659278409,untrained
18,2,0.11474388939209593,2.498315754257809,3.275564526982764,0.7772487727249549,untrained
18,3,0.0359577475067846,3.8157917399668433,3.9495388444152795,0.13374710444843618,untrained
18,4,0.022686433254985094,2.777468911920107,2.3101577311118704,-0.4673111808082364,untrained
18,5,0.052508457337573755,3.6524759171804875,3.606290268579044,-0.046185648601443585,untrained
18,6,0.27163776524895966,3.4418799671992373,3.7545598413273717,0.31267987412813447,untrained
18,7,0.015635629567870346,3.3325845863973975,3.280608515659017,-0.05197607073838073,untrained
18,8,0.03012810884403634,4.457252550343943,4.073184813274669,-0.384067737069274,untrained
18,9,0.2984439313758531,4.1742703161808965,3.964801841022143,-0.20946847515875344,untrained
19,0,0.02895408977603292,3.03373022657666,2.0412756947048374,-0.9924545318718225,untrained
19,1,0.08147051589798959,2.574412474041476,2.383830024909896,-0.19058244913157996,untrained
19,2,0.006899940346928091,2.5054546854915625,2.516760013997842,0.011305328506279633,untrained
19,3,0.0885332528932643,1.947576749547121,1.7406559987977828,-0.20692075074933824,untrained
19,4,0.011427396347050311,2.049975814683157,1.8806040351915467,-0.16937177949161009,untrained
19,5,0.1222234349821408,2.726505596190669,2.774133977150625,0.04762838095995603,untrained
19,6,0.028804948364283323,2.8095862558912676,2.733432231254844,-0.07615402463642384,untrained
19,7,0.01395417585416902,3.2710738419354257,2.092349960380901,-1.1787238815545247,untrained
19,8,0.0740956807759473,2.3698701928542527,2.057461866478069,-0.3124083263761839,untrained
19,9,0.007984496766094196,2.491303769121531,1.9400843797681597,-0.5512193893533714,untrained
20,0,0.011928693116124399,1.8790324349748555,1.6549236635722244,-0.22410877140263108,untrained
20,1,0.0259921238810768,1.7619503386279427,1.7965300715100805,0.03457973288213778,untrained
20,2,0.06241380502891908,3.121809700857762,1.3875206104560167,-1.7342890904017452,untrained
20,3,0.02450405816228579,2.717831495822988,2.562073815043492,-0.1557576807794958,untrained
20,4,0.06769383137559398,2.0981895443377745,1.949822094177232,-0.14836745016054254,untrained
20,5,0.05538497241306775,2.011820119137907,1.6533254798281058,-0.35849463930980097,untrained
20,6,0.027293699210914124,2.3411285215195896,1.5853011393704521,-0.7558273821491375,untrained
20,7,0.010073383542573033,1.2913980620836674,1.3328762029832324,0.04147814089956503,untrained
20,8,0.008913387142330448,1.3528074574189524,1.2849396708369,-0.06786778658205228,untrained
20,9,0.11010100236528919,1.8784464442977475,1.886581181097106,0.0081347367993585,untrained
21,0,0.004342312371140314,4.021224768259636,4.140955644049288,0.11973087578965202,untrained
21,1,0.0868619154421797,4.372439382348661,4.097371679411041,-0.27506770293762006,untrained
21,2,0.008013710739029595,3.772175126325004,4.142668707219953,0.3704935808949492,untrained
21,3,0.008968806651934003,3.480115232761057,4.139555038327223,0.6594398055661657,untrained
21,4,0.012567579623321279,4.648828718036684,4.293920727515603,-0.354907990521081,untrained
21,5,0.017967072987324667,3.744448363759445,4.3586812110045505,0.6142328472451055,untrained
21,6,0.14102585650705757,4.451127089284759,4.426728919156484,-0.02439817012827472,untrained
21,7,0.03601634769559642,3.9532722401029536,4.511385731225476,0.5581134911225227,untrained
21,8,0.07833321141530322,1.6439812495289532,3.530248894149224,1.8862676446202706,untrained
21,9,0.013951072171567075,3.2204506465246983,4.049253469959575,0.8288028234348763,untrained
22,0,0.21604920548887274,3.180952788371608,2.2310848718349128,-0.9498679165366952,untrained
22,1,0.17688327039053542,1.959549925122277,2.3017962686865148,0.3422463435642378,untrained
22,2,0.05379986986173621,3.6139447312489352,2.3721920201401,-1.2417527111088353,untrained
22,3,0.1936038651696812,2.2403165576229926,2.516687648913841,0.27637109129084836,untrained
22,4,0.0992215062603553,2.532380454127744,2.133733632472625,-0.39864682165511933,untrained
22,5,0.0382287048960826,2.354644859073129,2.3066007735590803,-0.04804408551404871,untrained
22,6,0.010976086688573417,1.7204393831290308,2.4434515305152833,0.7230121473862525,untrained
22,7,0.10982092717044711,2.765942800219763,2.7395258131958227,-0.02641698702394013,untrained
22,8,0.009111061879090995,1.8922955323507784,2.080312711664783,0.1880171793140044,untrained
22,9,0.41841383687755207,3.133877492272762,2.9990648348306848,-0.13481265744207738,untrained
23,0,0.003169751825622062,3.9047267693072785,3.1287573609167874,-0.7759694083904911,untrained
23,1,0.015478426874010576,3.654175224509118,3.487798488986206,-0.166376735522912,untrained
23,2,0.035656702718917854,3.925174666160338,3.6459331922084273,-0.2792414739519109,untrained
23,3,0.022235105129408683,3.9895438606488858,3.3017011445048334,-0.6878427161440523,untrained
23,4,0.005841741727078742,4.079848360494042,3.9942988555894945,-0.08554950490454738,untrained
23,5,0.021842146293064718,3.4153759032672766,3.5635402483989997,0.14816434513172316,untrained
23,6,0.026559274012794815,3.9302463068317275,3.2450609243416664,-0.6851853824900611,untrained
23,7,0.010798086592109304,3.8974634408723703,3.827461529313979,-0.07000191155839142,untrained
23,8,0.006449078111410905,3.6478451888707286,3.697624023764098,0.04977883489336943,untrained
23,9,0.03546398180675464,3.800896790380571,3.4493939733439136,-0.3515028170366574,untrained
24,0,0.045379234219688966,3.1325528833132257,2.423978968686229,-0.7085739146269967,untrained
24,1,0.018951421960662962,1.691471293572067,1.7351217623525699,0.04365046878050283,untrained
24,2,0.03304594825872892,3.9053948767247895,2.688291760914348,-1.2171031158104415,untrained
24,3,0.12202470803571808,2.2844340596550494,2.450946294237644,0.16651223458259468,untrained
24,4,0.015771834407539542,1.3933845037089643,1.4856505282877548,0.09226602457879052,untrained
24,5,0.002755116949175712,1.7588066426076554,1.6330094544201623,-0.12579718818749308,untrained
24,6,0.007607833385791463,2.321691916755319,1.9585306090513714,-0.3631613077039477,untrained
24,7,0.00674656923819502,1.8148980797076808,1.2555005817230027,-0.5593974979846781,untrained
24,8,0.007990860125929089,0.9780820213252854,1.027333910050906,0.049251888725620585,untrained
24,9,0.014659718904291602,2.4520468456077724,1.7352699696410017,-0.7167768759667708,untrained
25,0,0.07846752752115183,3.711433048143927,3.779284316747783,0.06785126860385615,untrained
25,1,0.017083989284785328,3.1408473600165117,3.1168792309111804,-0.023968129105331304,untrained
25,2,0.054914024073365986,3.1082875055960946,3.0183354178581148,-0.0899520877379798,untrained
25,3,0.01891517011769805,2.737945074698305,2.3830064594184637,-0.3549386152798415,untrained
25,4,0.22902849962536964,2.8812585117738116,2.8554277645970796,-0.02583074717673206,untrained
25,5,0.05377377357979876,3.6234042038703413,3.8388963670094816,0.2154921631391402,untrained
25,6,0.08598928451160781,3.469873811751507,3.731114819962839,0.26124100821133167,untrained
25,7,0.01985723963718035,2.31783555468691,3.4730860349126664,1.1552504802257566,untrained
25,8,0.010838554617877666,3.8295778208768314,3.3036003985728986,-0.5259774223039329,untrained
25,9,0.0319151088867658,3.3234397281627426,3.335617759470625,0.01217803130788253,untrained
26,0,0.22224681601409102,1.5245261543163897,1.6180788398273422,0.09355268551095253,untrained
26,1,0.05964700013802893,2.65275930786023,2.53728213246375,-0.11547717539647984,untrained
26,2,0.16355480367760833,2.0329249379327803,1.6012537751872158,-0.4316711627455645,untrained
26,3,0.02413241362844354,1.3928844145361154,1.5327249140875676,0.13984049955145217,untrained
26,4,0.028011413285787552,2.1075763323278176,1.9230823528796794,-0.18449397944813817,untrained
26,5,0.22785418001637012,1.4709040107635836,1.6569374316224577,0.1860334208588741,untrained
26,6,0.02226888607093694,2.87356511499714,2.619074539098479,-0.25449057589866086,untrained
26,7,0.20895285880151937,2.4192886880685247,1.67089338095443,-0.7483953071140947,untrained
26,8,0.04523490362282889,1.7863083336658234,2.3852759788441267,0.5989676451783033,untrained
26,9,0.08769127285970219,1.934826909265413,1.9082804399224562,-0.02654646934295668,untrained
27,0,0.08424047213130886,4.49044350348554,2.419803753925692,-2.0706397495598483,untrained
27,1,0.004788776436116075,2.8787415095086177,2.2276272469165406,-0.6511142625920772,untrained
27,2,0.042030769808266255,3.4907229861113684,2.712031100054258,-0.7786918860571106,untrained
27,3,0.17995373125125008,2.6329093031969566,2.62439515796532,-0.008514145231636405,untrained
27,4,0.008994593077566615,4.750519176407693,3.131501448390446,-1.6190177280172464,untrained
27,5,0.01689963629755173,2.3701086687301385,2.469895345266078,0.09978667653593964,untrained
27,6,0.01711301253400599,2.832431392314526,2.407404886614522,-0.425026505700004,untrained
27,7,0.003934260769166753,2.3096473393489676,3.0167220496978984,0.7070747103489308,untrained
27,8,0.008226117191395932,2.1399399147914298,1.8236156018755065,-0.3163243129159232,untrained
27,9,0.027334175546079337,3.528737786788948,3.7623833467609233,0.23364555997197556,untrained
28,0,0.024330693056908735,2.6067074730794912,2.4565622514426324,-0.15014522163685884,untrained
28,1,0.015827956755773698,2.979834439739,2.904305222748447,-0.07552921699055304,untrained
28,2,0.26655746342685543,2.7475047535233093,2.71628365761887,-0.031221095904439444,untrained
28,3,0.0027085646351083983,3.0553751370098037,2.5211777970145475,-0.5341973399952562,untrained
28,4,0.022108600118294963,2.9441410338437084,2.732428406917278,-0.21171262692643023,untrained
28,5,0.0877373723687373,2.042817773209533,2.662017703816205,0.6191999306066718,untrained
28,6,0.1487751663588205,2.6074734739801384,2.3272608363256713,-0.28021263765446713,untrained
28,7,0.0031941562797060674,2.5861112736833984,1.8239910647219297,-0.7621202089614687,untrained
28,8,0.00279655626631109,2.950018029649275,3.045443007457005,0.09542497780772985,untrained
28,9,0.012164848891529939,2.332919766069811,1.9182168168664178,-0.41470294920339335,untrained
29,0,0.026639623101300913,4.0801536384801524,3.785330329558694,-0.29482330892145825,untrained
29,1,0.10261090531634942,3.4688054853887555,3.0719962683320334,-0.3968092170567221,untrained
29,2,0.22919682334294816,3.894834145746686,4.014986540408186,0.12015239466149996,untrained
29,3,0.006743435250896684,3.7145504162563814,3.954147632744729,0.23959721648834753,untrained
29,4,0.023945586144903053,3.336997162621925,2.9566180641571913,-0.3803790984647337,untrained
29,5,0.030639053306315472,3.8412218263417848,3.4460618718152753,-0.3951599545265094,untrained
29,6,0.006643413956259281,3.828766769866627,3.798322072154091,-0.030444697712535884,untrained
29,7,0.12611028323854762,3.5697584460932976,3.522865446197073,-0.04689299989622464,untrained
29,8,0.025148346679700256,3.5764789371081642,3.107310385900386,-0.46916855120777834,untrained
29,9,0.0663385845735146,4.330519232505153,3.7380505757527183,-0.5924686567524344,untrained
30,0,0.09482349731705952,1.961170488125321,1.9860572356401849,0.02488674751486397,untrained
30,1,0.050751680245615355,1.720942000443537,1.6682170586564051,-0.05272494178713183,untrained
30,2,0.030251060830850496,1.9723425134342618,1.87021640941775,-0.10212610401651179,untrained
30,3,0.009586278339009713,2.4855167115402717,2.111264864335005,-0.3742518472052665,untrained
30,4,0.11855274505258234,2.4341127359644874,2.980206430592958,0.5460936946284707,untrained
30,5,0.04122450462744476,1.6598720924026173,2.5475046200001747,0.8876325275975574,untrained
30,6,0.03200209084501547,4.381143191561223,3.7557100870351747,-0.625433104526048,untrained
30,7,0.0179513537806944,2.960220055164852,2.9495585061971212,-0.010661548967730639,untrained
30,8,0.008197557397823768,3.2020243111038633,3.518510604849224,0.31648629374536075,untrained
30,9,0.017251504261936335,2.550501306455579,2.9376648340697704,0.3871635276141916,untrained
