seed,episode,condition,phi_z_orig,phi_g_orig,phi_z_shuf,phi_g_shuf
3,2,clean,0.026685997252171904,0.7162088984046617,0.007764581522893323,0.008260049228974045
3,3,clean,0.01193411822792061,2.631521032353173,0.010926367236494067,0.017569059589948626
3,4,clean,0.01809367313128052,3.4832939610222438,0.00938415393426501,0.006371277473005216
3,5,clean,0.009189716522349956,5.349929349829365,0.0076904944179179745,0.011293850207665228
3,6,clean,0.04364266143040296,4.377264164580346,0.008458812306789382,0.012316552974515617
3,7,clean,0.04107103175434884,5.097459751321102,0.003980602705136098,0.00035024591399083577
3,8,clean,0.06766984100038376,5.308371145165383,0.00814824932837393,0.003239462798740144
3,9,clean,0.0729736034137774,2.1080639351514323,0.0069763693233336616,0.0033313170895991986
4,0,clean,0.01921522935839104,0.9372005377054677,0.0071115906922166764,0.009012727655888944
4,1,clean,0.0420402616396737,3.611413809716473,0.004622807076150023,0.006248050999311351
4,2,clean,0.09364449758414894,2.05465336622823,0.008194457560297885,0.007680892563535375
4,3,clean,0.019024985449134335,2.839592302292745,0.03706392717972851,0.008901003368460262
4,4,clean,0.09400414558432356,1.5490899015659323,0.008232877301265179,0.008707831418128304
4,5,clean,0.014052273709220797,1.8827702761483631,0.010305514730048865,0.012895484554007583
4,6,clean,0.09627548702625432,0.8102888624848198,0.00871905361079004,0.012458951388667186
4,7,clean,0.10680314804074503,2.497690053684379,0.007169791013536699,0.006364178380553996
4,8,clean,0.05908437692500772,1.3573562004050148,0.010374322133516434,0.00511748130730251
4,9,clean,0.16267929082116422,3.040821465377853,0.011869032891225512,0.002848056368859625
5,0,clean,0.04318269533217001,2.3814672704241104,0.01006630183950539,0.013484292321299456
5,1,clean,0.11253326445147549,2.333694068720657,0.008080153132222642,0.009077851335746198
5,2,clean,0.014040122903625801,3.560581084671022,0.010375741156339583,0.00883728566882605
5,3,clean,0.01194908967841235,1.7638782663430554,0.005832062984234237,0.013855250464374294
5,4,clean,0.14244253061025047,4.05603633139677,0.010031177404399757,0.010637750877175264
5,5,clean,0.015492305432468267,1.3982424505179536,0.01043783631027389,0.008783846131021083
5,6,clean,0.02831636207110988,2.661389435750502,0.018502222791621604,0.022574584712106133
5,7,clean,0.03516842768687112,0.7042761520473455,0.009784164936041284,0.008314639531373494
5,8,clean,0.03172789978194224,1.8574591205563749,0.008006596855924896,0.010936373098339317
5,9,clean,0.10405648582386173,5.111888480235626,0.00350951969511488,0.004354282843165631
1,0,p20,0.02200900426769986,1.2442213971494749,0.010995908314129778,0.014373895354755167
1,1,p20,0.03280213726163991,1.4717424809033515,0.008124147319649175,0.02494227125985399
1,2,p20,0.08160074120725433,1.2970052571918569,0.0039089129574286785,0.011823253302704761
1,3,p20,0.009279268602995133,1.9759047738251376,0.007381319149251914,0.0028067744032170736
1,4,p20,0.10735827940164985,2.6252863790925813,0.0022083889487540163,0.010999627319593345
1,5,p20,0.015771219337591624,2.7354586769234004,0.012182049895455155,0.0028505257159378385
1,6,p20,0.03462087994669978,1.8783169330886986,0.022283519694780155,0.008033883897133385
1,7,p20,0.0460834647640497,1.634469673393666,0.0170922704340378,0.007654390206145866
1,8,p20,0.1273974902735983,1.075010266041579,0.010387711407591546,0.011426303516392075
1,9,p20,0.07303024484344844,3.053392844950139,0.006051191523282204,0.009896348340128517
2,0,p20,0.03666540024771618,2.452049839950009,0.006385440791729156,0.013683568148951053
2,1,p20,0.047889403731333324,2.161488394852956,0.00505264771374934,0.008897042964410328
2,2,p20,0.03869524505104094,2.7201530243841274,0.004520362090834747,0.005622365618376178
2,3,p20,0.01043480407570251,1.7611574015245082,0.006819558447023338,0.004493737927633949
2,4,p20,0.0028726290473962968,1.9050698359569178,0.007837710695645692,0.014388822515277483
2,5,p20,0.00583783883894573,2.2651518155367523,0.015560284955558714,0.00867725758767185
2,6,p20,0.11583329336204741,2.5860888727321454,0.014530634334331391,0.020213211841963546
2,7,p20,-0.002367681404912003,1.7883908259604855,0.009242860281698248,0.012163656475042037
2,8,p20,0.011314135088333455,2.8531920849829744,0.009778352675985582,0.017925151935124218
2,9,p20,0.009687127564148579,2.468235152995026,0.011432359596336122,0.009913549008293812
3,0,p20,0.008710936137000153,2.0596169935156943,0.00564020423496768,0.016536797891889676
3,1,p20,0.07777387185415446,1.1491146663363718,0.010801546507092696,0.016300790469714426
3,2,p20,0.023514500876342437,1.6905154514282543,0.005410310245862132,0.011172139446605556
3,3,p20,0.15127150512535978,2.7889590409382987,0.012164471161374297,0.00727423304699671
3,4,p20,0.007462732748226952,1.601336368308265,0.007101599985531837,0.014818963245107585
3,5,p20,0.21431920344184893,2.0202773020055926,0.012228940428998891,0.014875165429138451
3,6,p20,0.016766199129270798,1.8700895579181442,0.006489395624847824,0.009215903605521228
3,7,p20,0.006157398865477448,1.9189240081940033,0.004708734056038555,0.0030237020877719283
3,8,p20,0.09292483664711262,2.0164047824731792,0.02401210223179641,0.017512089556734407
3,9,p20,0.14738152947636396,2.3615133241116,0.009966096842805637,0.007707886106692874
4,0,p20,0.02845682193003729,1.1190612866304939,0.010241680794499155,0.010528089758167344
4,1,p20,0.040705865188129076,1.7523026130627817,0.004460320411026393,0.008648771779514505
4,2,p20,0.08197022981004137,1.7636228723764313,0.0065325685113128045,0.009514243853597856
4,3,p20,0.0014533577244342233,2.1324759299787597,0.008668601169471884,0.008534092171132204
4,4,p20,0.004227096163778643,1.5221433773075725,0.007305713641299158,0.04083255491516324
4,5,p20,0.016184347818573967,1.3695551609740668,0.00832423903917275,0.024924451220857836
4,6,p20,0.04353352359385751,2.0462996529325137,0.012086163489993114,0.010042147027062699
4,7,p20,0.03812447506914274,1.3465791642150493,0.014313487723316106,0.02575623244506955
4,8,p20,0.039368878782597094,2.1669620594895207,0.00804142245215761,0.009307019005199165
4,9,p20,0.021224860546790403,2.0243764988080435,0.005019687038618728,0.009379258741676064
5,0,p20,0.0003305173058074651,1.5911179708203658,0.008109892287967482,0.025150322058291985
5,1,p20,0.008998881275583515,2.053362879649282,0.006971614289506083,0.022652019849587812
5,2,p20,0.06521104472469341,2.5444184565843138,0.01111170655055887,0.004670540386252202
5,3,p20,0.019687805318658838,2.211077453825995,0.010167040242080367,0.04335945852413828
5,4,p20,0.019216258398966346,2.445235234344235,0.008603368581821423,0.011522854109269981
5,5,p20,0.05178086345321309,1.2434253931001766,0.005581166841505174,0.007191593955835948
5,6,p20,0.02120063608305401,1.5408695880273053,0.02541257727413487,0.011395974665044531
5,7,p20,0.01856521325927618,1.496263347256822,0.003152649776478751,0.027925600868725402
5,8,p20,0.028486434697765725,1.4905943628685097,0.008727439524688602,0.006852357256799141
5,9,p20,0.027216575445527913,2.440506069683252,0.007251955169092776,0.005023865492205519
