group,condition,seed,episode,base_part0_to_whole,parts_to_whole,part1_to_whole,whole_to_part0,whole_to_parts,whole_to_part1,whole_to_whole,part0_to_part1,part1_to_part0,group_decoupling,group_downward,group_part_driven,phi_r_total
trained,clean,2,1,0.20537117182176678,0.3938210629496881,0.0,0.0,0.007421329118975695,0.3590497402687749,0.9077531366392797,-0.56544559939798,0.0,0.9077531366392797,0.3664710693877506,0.03374663537347489,1.3079708414005053
trained,clean,2,2,0.37962091661297787,0.3087684669639901,0.3386655992258143,0.4944107071960715,0.06458482333464777,0.2795402059342431,0.688283048146046,-0.3593374937876175,-0.5803792189566321,0.688283048146046,0.8385357364649624,0.08733827005853256,1.614157054669541
trained,clean,2,3,0.9071361854661942,0.3105395514958633,0.7689029578821172,0.7122798993434802,0.08854404115376258,0.8820753994420423,-0.47924012127526483,-1.080953488916192,-0.8118672613120529,-0.47924012127526483,1.682899339939285,0.09375794461592968,1.2974171632799498
trained,clean,2,4,-0.5081878523937665,1.3920332385964937,0.0,-0.48172749751350175,0.5543929873771357,0.8366611404112363,0.5822234685471539,-0.8486274760506349,0.0,0.5822234685471539,0.9093266302748703,0.0352179101520923,1.5267680089741162
trained,clean,2,5,0.48662917134497474,0.6556043015400201,0.636365624542876,0.9846862367054829,0.1443250596685992,0.39015579292813296,-0.36827622056499365,-0.4988484391572099,-1.1129873174427194,-0.36827622056499365,1.5191670893022151,0.16676334082794164,1.317654209565163
trained,clean,2,6,0.8906490511220801,0.6561949334908646,0.2295694662363743,0.22468589151908258,0.007349830653805345,0.9016796872375807,-0.0011208649814649085,-1.4601003429663206,-0.22956946623637425,-0.0011208649814649085,1.1337154094104687,0.08674364164662413,1.2193381860756278
trained,clean,2,7,0.055736960635859534,1.1525654578487061,0.0,-2.220446049250313e-16,0.09641781510189484,0.9711796576628613,0.41941594978202534,-1.0893774505236151,0.0,0.41941594978202534,1.067597472764756,0.11892496796095053,1.6059383905077318
trained,clean,2,8,-0.02676423196695954,1.23224460059543,0.0,-0.02327177487601695,0.10631556393606001,1.0178000265022935,0.18412526985604183,-1.1724528107876468,0.0,0.18412526985604183,1.1008438155623366,0.033027557840823674,1.317996643259202
trained,clean,2,9,0.049391977548571275,0.8660330713834277,0.7833460655782429,0.9777804216161778,0.02764058567472949,0.049391977548571386,-0.09417572977144806,-0.06166825325037095,-1.4719311531673505,-0.09417572977144806,1.0548129848394787,0.16517170809252057,1.1258089631605512
trained,clean,3,0,0.43348127968943795,0.6707214317894756,0.5460030272377028,0.9276816381750341,0.21680394351083243,0.3309649993646606,-0.3190804807051064,-0.43620927935329246,-1.110047388141446,-0.3190804807051064,1.4754505810505272,0.10394907122187758,1.2603191715672983
trained,clean,3,1,0.6711265995788864,0.3800792464102072,1.0720409579626413,0.7724209337189321,0.19543381350667177,0.7927348819063034,-0.48744006165063647,-0.8496560962803882,-1.1840645038981865,-0.48744006165063647,1.7605896291319072,0.08952620377316034,1.362675771254431
trained,clean,3,2,0.0,0.7265801957395951,0.2436389337773357,0.6329347132906722,0.0167308311658263,0.0,0.47746954863690205,0.0,-0.9616347904550293,0.47746954863690205,0.6496655444564985,0.00858433906190148,1.1357194321553021
trained,clean,3,3,0.2625513574023466,0.6931215062705485,0.6405917014046254,0.23267544222002035,0.4186778085778977,0.8077714750589696,-0.13106199631971016,-0.8744695586810662,-0.6458779326761789,-0.13106199631971016,1.4591247258568876,0.07591707372027534,1.4039798032574526
trained,clean,3,4,-1.3411975212540121,2.5412821528436385,0.6394972328144943,-1.3411401874542697,2.06069647238327,1.0851317164233918,1.9614574229443944,-1.0832470910208953,-0.6214622393570215,1.9614574229443944,1.804688001352392,0.1348725340262038,3.9010179583229903
trained,clean,3,5,0.4667337116564645,1.1508931995660936,1.305355449179048,0.46253560126101667,0.8937189575755629,1.5387559209154735,0.20426533242392964,-1.5461021462608682,-1.305355449179048,0.20426533242392964,2.8950104797520533,0.07152476496168991,3.1708005771376726
trained,clean,3,6,0.06844784781435242,0.5902887416895073,0.3092960060222072,0.6205873891700029,0.06747449142987416,0.02985612667028792,0.02306511442118442,-0.05724311665309845,-0.7786701561755944,0.02306511442118442,0.717918007270165,0.13211932269737403,0.8731024443887234
trained,clean,3,7,1.2930139310219304,0.29012239603649426,1.6951565976618759,1.3772986671378926,0.16965490013390516,1.443799394810272,-1.1646725677761225,-1.4587837514070705,-1.7768612575517877,-1.1646725677761225,2.9907529620820696,0.042647915761442556,1.8687283100673897
trained,clean,3,8,-0.33338577081582876,1.2559652889244934,0.0,-0.2692170537502613,0.29360790108287027,0.8303095856314275,0.5482523568215973,-0.9068982139233887,0.0,0.5482523568215973,0.8547004329640365,0.015681304185276024,1.4186340939709097
trained,clean,3,9,0.8805715608086824,0.23145117320210584,0.8606223776775989,0.7593404953238077,0.0789678583878839,0.8869558202529774,-0.4322428426093401,-1.0110481925297872,-0.8931998379606906,-0.4322428426093401,1.725264173964669,0.06839708119790922,1.3614184125532383
trained,clean,4,0,0.6220571666489962,0.6475428681639102,0.5086937917009102,0.3672849230110433,0.186640608975575,0.8649964202903649,-0.31110813003898397,-1.1300003063404762,-0.5563425733816201,-0.31110813003898397,1.4189219522769831,0.09195094679172033,1.1997647690297195
trained,clean,4,1,0.08010752818143463,1.833388923419204,0.49652172833056385,0.05294858461668328,0.5090169893927978,1.8499068691641705,1.4514541543306283,-1.871329754643079,-0.4958555474069735,1.4514541543306283,2.4118724431736513,0.04283287788114992,3.9061594753854294
trained,clean,4,2,0.45536481895990777,0.41641567699112525,0.658507810422556,0.583127110240411,0.1948977277943562,0.36607847522150516,-0.24197671969690537,-0.5223439792894191,-0.860580043093411,-0.24197671969690537,1.1441033132562723,0.14736428399075896,1.049490877550126
trained,clean,4,3,0.22865474300123112,0.9989220029078463,0.0,0.0,0.027723818293395763,0.8853545511464673,0.20105807909797058,-1.146516749783718,0.0,0.20105807909797058,0.9130783694398631,0.0810599961253593,1.195196444663193
trained,clean,4,4,-0.0002453002541884519,0.9928819524049004,0.0,-4.440892098500626e-16,0.1377909032719783,0.804587346142746,0.15249170518748034,-0.9571976531791562,0.0,0.15249170518748034,0.9423782494147238,0.03543899897155578,1.1303089535737598
trained,clean,4,5,0.6920071904217144,0.47416904548719796,0.5327937504644923,0.458440641203512,0.17265165693455997,0.7107056182665408,-0.3332539504128631,-1.014912672720079,-0.5650137396684429,-0.3332539504128631,1.3417979164046128,0.11904357398488274,1.1275875399766324
trained,clean,4,6,-0.14965322637128997,1.3800959426993462,0.0,-0.16745422357966833,0.24755663862439503,1.0169464647721096,0.3290963295954965,-1.1615637464071602,0.0,0.3290963295954965,1.0970488798168363,0.06887896992089604,1.4950241793332288
trained,clean,4,7,0.238896954168076,0.6952812462195234,0.2621442466704852,0.11417010282283924,0.24164475279706776,0.6632294548403207,-0.06963229099452395,-0.8396307790890356,-0.2825385033124611,-0.06963229099452395,1.0190443104602278,0.07415316465658794,1.0235651841222917
trained,clean,4,8,0.3718814513080615,0.960932668030456,0.9314314578572057,0.28081830672336316,0.7196688822708419,1.2448198227115859,0.08134683002014054,-1.2612423627540685,-0.9320358317004667,0.08134683002014054,2.245307011705791,0.07096738274118786,2.3976212244671196
trained,clean,4,9,0.0,1.3865719022479994,-0.30205692410588114,0.8974833409211279,0.47569039025538173,-0.3285259160651992,0.5301616075186306,0.0,-0.9470130641541841,0.5301616075186306,1.0446478151113103,0.13750191398793432,1.7123113366178753
trained,clean,5,0,0.10994942499527438,0.7699121206005735,0.0,0.0,0.03909525275616321,0.5536024954132988,0.05914187248607994,-0.800195249751389,0.0,0.05914187248607994,0.592697748169462,0.07966629584445883,0.7315059165000007
trained,clean,5,1,0.3375954396976415,0.7761750332833723,0.0,0.0,0.006857883993139247,0.6837737690799571,0.04600942135178987,-0.9626448360014044,0.0,0.04600942135178987,0.6906316530730964,0.15112563697960946,0.8877667114044957
trained,clean,5,2,-0.02434582432045107,0.8192110755940261,0.0,-0.03612968431770236,0.05549836229610561,0.6171317010876755,0.446338443159751,-0.7368968908004749,0.0,0.446338443159751,0.6365003790660787,0.057968360473100056,1.14080718269893
trained,clean,5,3,0.0,0.629160373777824,-0.18707322558227069,0.3241317971206985,0.19993766722228368,-0.1371376130566767,1.2765598790209158,0.0,-0.33214438215038156,1.2765598790209158,0.3869318512863055,0.10994276604517172,1.7734344963523931
trained,clean,5,4,0.816480004864405,0.22355568985001487,0.46655836484348,0.4434661323139639,0.051101926149671906,0.5873812799581473,-0.07853430005329454,-0.9044247282162546,-0.48483282865909544,-0.07853430005329454,1.081949338421783,0.11733650268254964,1.1207515410510382
trained,clean,5,5,0.08486968641569126,0.5765453432097929,0.0,0.0,0.041346277161210754,0.4255265030465726,0.6267206965779468,-0.601441814486601,0.0,0.6267206965779468,0.46687278020778333,0.05997321513888321,1.1535666919246135
trained,clean,5,6,0.34483454988847184,0.4414266690880173,0.33911519118060096,0.5804468571860624,0.18689287540266553,0.22032272627755778,-0.02734962693568721,-0.3758455433043717,-0.722532257454176,-0.02734962693568721,0.9876624588662857,0.026998609398542484,0.987311441329141
