seed,episode,condition,phi_r_z,phi_r_g,phi_r_joint,delta_phi_r,group
2,8,clean,0.2511665407146678,3.9721717213856604,4.241378278139029,0.2692065567533688,untrained
2,9,clean,0.19852894948459238,3.470908886605601,4.139845362619217,0.6689364760136156,untrained
3,0,clean,0.0045814108004021414,2.934443988305469,2.251253920657211,-0.6831900676482578,untrained
3,1,clean,0.007534772366275647,3.102910060498392,1.8885833092290265,-1.2143267512693656,untrained
3,2,clean,0.024534816813168048,2.537402802787055,2.1794041942493516,-0.3579986085377036,untrained
3,3,clean,-0.002218836656588785,2.420972134864074,2.070522108766144,-0.35045002609792997,untrained
3,4,clean,0.031035457512056053,2.393662381543921,1.982342341088633,-0.4113200404552879,untrained
3,5,clean,0.016921523014038375,2.22058644018973,2.161740038396059,-0.05884640179367073,untrained
3,6,clean,0.01107409077950175,3.2582357504815347,3.3134181207321367,0.05518237025060202,untrained
3,7,clean,0.027469284356361166,1.988774265602813,1.5413757216543955,-0.4473985439484174,untrained
3,8,clean,0.006914890211178817,2.252082635833097,1.9651802322777467,-0.28690240355535024,untrained
3,9,clean,0.007648059521867201,2.138349703851067,2.0628879036169816,-0.07546180023408544,untrained
4,0,clean,0.014291081498709113,4.876723587563962,3.8925138581843277,-0.9842097293796344,untrained
4,1,clean,0.06729096606403795,3.4703109863800172,2.5173048806344007,-0.9530061057456165,untrained
4,2,clean,0.21230167509928893,3.1260557856546463,3.119237488693808,-0.006818296960838133,untrained
4,3,clean,0.014659989975584597,1.956357391880008,2.6742903705006267,0.7179329786206188,untrained
4,4,clean,0.018442331850584415,2.9491373465349913,2.763374952940307,-0.18576239359468438,untrained
4,5,clean,0.05378127880528408,2.476706178613359,2.756891871221816,0.28018569260845716,untrained
4,6,clean,0.07568789336746891,3.1064869608012398,2.872060664912858,-0.23442629588838182,untrained
4,7,clean,0.007463296457808799,3.698987207557294,2.27897932750931,-1.4200078800479838,untrained
4,8,clean,0.016224215760547556,2.2101012037605194,2.7183079011382265,0.5082066973777071,untrained
4,9,clean,0.2744534412496906,3.264278295357414,2.555002284167065,-0.7092760111903491,untrained
5,0,clean,0.07680165698254818,2.5745650272627794,2.740711559821898,0.1661465325591185,untrained
5,1,clean,0.0245928639318794,3.179348128943366,3.299199838577036,0.1198517096336702,untrained
5,2,clean,0.16147047246973378,3.4284814069407834,2.706534966598274,-0.7219464403425095,untrained
5,3,clean,0.0689054308085787,4.084536074251031,3.2476585279409376,-0.8368775463100935,untrained
5,4,clean,0.03858618163283471,3.651801008073856,2.8798732506625155,-0.7719277574113406,untrained
5,5,clean,0.003124417082245756,3.031645152829334,2.6687698333079015,-0.36287531952143226,untrained
5,6,clean,0.038341106295660544,3.152698174049644,3.086454322488538,-0.06624385156110613,untrained
5,7,clean,0.03226759161783102,3.0413855111718555,2.706530813136835,-0.33485469803502044,untrained
5,8,clean,0.057991727103659185,3.3671909168349687,2.827816756496563,-0.5393741603384057,untrained
5,9,clean,0.0038330591445100426,2.603653891344319,2.79135556562589,0.18770167428157114,untrained
1,0,p20,0.01702712306933394,1.2442213971494749,1.3520832175718107,0.10786182042233583,trained
1,1,p20,0.018193326467797366,1.4717424809033515,1.7537065732992783,0.2819640923959268,trained
1,2,p20,0.011804873390957829,1.2970052571918569,1.7196393656782445,0.4226341084863876,trained
1,3,p20,0.03301086904003492,1.9759047738251376,2.6053798984563676,0.62947512463123,trained
1,4,p20,0.01212161648833332,2.6252863790925813,2.2643963598581616,-0.36089001923441977,trained
1,5,p20,0.012144353102980704,2.7354586769234004,2.7017646455150506,-0.03369403140834981,trained
1,6,p20,0.018685685718804135,1.8783169330886986,1.8677832439722286,-0.010533689116470013,trained
1,7,p20,0.10980670116350255,1.634469673393666,2.0791993624630627,0.4447296890693968,trained
1,8,p20,0.02266115563316115,1.075010266041579,2.3302947867449486,1.2552845207033696,trained
1,9,p20,0.059086671455819806,3.053392844950139,2.083740483473134,-0.9696523614770047,trained
2,0,p20,0.027639671932449997,2.452049839950009,2.327554915685295,-0.12449492426471398,trained
2,1,p20,0.060786803519563226,2.161488394852956,2.2401975810560355,0.07870918620307954,trained
2,2,p20,0.006148272922919751,2.7201530243841274,1.7753440044899698,-0.9448090198941577,trained
2,3,p20,0.012613991668166347,1.7611574015245082,2.0418175860206427,0.2806601844961345,trained
2,4,p20,0.03214669952288951,1.9050698359569178,1.8082833620813428,-0.09678647387557504,trained
2,5,p20,0.014056154954961292,2.2651518155367523,2.1295262872604694,-0.13562552827628283,trained
2,6,p20,0.11649753759488168,2.5860888727321454,2.111055079862642,-0.4750337928695032,trained
2,7,p20,0.03605474715469048,1.7883908259604855,1.5148649399801355,-0.27352588598035,trained
2,8,p20,0.006760127658055254,2.8531920849829744,2.1447616897877224,-0.708430395195252,trained
2,9,p20,0.00956160711786741,2.468235152995026,1.5671295166948982,-0.9011056363001277,trained
3,0,p20,0.04237647318306301,2.0596169935156943,2.610319647981439,0.5507026544657445,trained
3,1,p20,0.033148561434082346,1.1491146663363718,2.475231268326645,1.326116601990273,trained
3,2,p20,0.014368038858759147,1.6905154514282543,2.630549512479125,0.9400340610508708,trained
3,3,p20,0.07978302239148378,2.7889590409382987,1.9470309832979915,-0.8419280576403072,trained
3,4,p20,0.03364359499196912,1.601336368308265,2.612483504139267,1.0111471358310018,trained
3,5,p20,0.006163130251795601,2.0202773020055926,2.53171362274555,0.5114363207399575,trained
3,6,p20,0.21167992432823424,1.8700895579181442,2.668274093095699,0.7981845351775547,trained
3,7,p20,0.08396960631567274,1.9189240081940033,2.7818931956415147,0.8629691874475114,trained
3,8,p20,0.05779669666618655,2.0164047824731792,2.5722514884096768,0.5558467059364975,trained
3,9,p20,0.03768015598810359,2.3615133241116,1.6765759417856596,-0.6849373823259406,trained
4,0,p20,0.02012068411952333,1.1190612866304939,1.5307582265806865,0.41169693995019263,trained
4,1,p20,0.03443932490898273,1.7523026130627817,2.059685334735961,0.3073827216731795,trained
4,2,p20,0.010987537569811634,1.7636228723764313,0.9556556957820033,-0.8079671765944281,trained
4,3,p20,0.021991767107655782,2.1324759299787597,2.371621105078575,0.23914517509981525,trained
4,4,p20,0.0065974207692810205,1.5221433773075725,1.9733273806158458,0.45118400330827324,trained
4,5,p20,0.009419943369336048,1.3695551609740668,1.458516845534992,0.08896168456092512,trained
4,6,p20,0.022243870883789013,2.0462996529325137,1.735718288736594,-0.31058136419591964,trained
4,7,p20,0.006844126754008591,1.3465791642150493,1.2390813768841102,-0.10749778733093907,trained
4,8,p20,0.007106009945652553,2.1669620594895207,2.719517839052448,0.5525557795629275,trained
4,9,p20,0.03919233111648532,2.0243764988080435,2.185689229416325,0.16131273060828155,trained
5,0,p20,0.015341773492208478,1.5911179708203658,2.4598435989736744,0.8687256281533087,trained
5,1,p20,0.01905130181315165,2.053362879649282,1.8267908316783295,-0.22657204797095276,trained
5,2,p20,0.02249015386039676,2.5444184565843138,1.2910367849976163,-1.2533816715866974,trained
5,3,p20,0.033217608094926854,2.211077453825995,1.066223415286978,-1.144854038539017,trained
5,4,p20,0.011174045896681806,2.445235234344235,2.6651807976020487,0.21994556325781378,trained
5,5,p20,0.020827452429677873,1.2434253931001766,1.107491976595308,-0.13593341650486868,trained
5,6,p20,0.054162748062256516,1.5408695880273053,2.090510598542071,0.5496410105147658,trained
5,7,p20,0.019411727899082687,1.496263347256822,1.6992313445235958,0.20296799726677373,trained
5,8,p20,0.010592257356209889,1.4905943628685097,1.5139470697839537,0.023352706915444,trained
5,9,p20,0.009060924265343277,2.440506069683252,2.4603472637342474,0.01984119405099527,trained
1,0,p20,0.029915409231492596,3.4326517272500894,3.0454665468313316,-0.3871851804187578,untrained
1,1,p20,0.034690174441501576,1.9086053898681656,2.4989089703193583,0.5903035804511927,untrained
1,2,p20,0.0038373585720235873,3.6892643010762325,3.3592161458347514,-0.3300481552414811,untrained
1,3,p20,0.0016649603188318707,2.9370428017572032,3.1233203180493785,0.18627751629217526,untrained
1,4,p20,0.02330789168261005,3.164206928419703,3.0282509485234526,-0.1359559798962504,untrained
1,5,p20,0.04014041413091152,4.031223348865618,3.004653560021408,-1.0265697888442098,untrained
1,6,p20,0.032738014794663095,3.8105404324711243,3.050062892605385,-0.7604775398657391,untrained
1,7,p20,0.051003465206982346,4.548795208103794,3.56155135038581,-0.9872438577179841,untrained
1,8,p20,0.02831589738939952,2.862567874432036,2.983937844872833,0.12136997044079711,untrained
1,9,p20,0.006811707130635072,2.4068394403575697,2.3092731923736833,-0.09756624798388636,untrained
2,0,p20,0.01969206267800612,4.697538212539314,3.781651146212767,-0.915887066326547,untrained
2,1,p20,0.04414080996350647,4.291715505269789,3.3237098160368315,-0.9680056892329572,untrained
2,2,p20,0.004506394510183018,2.5740602328722133,2.086228909130578,-0.4878313237416352,untrained
2,3,p20,0.013241086619482922,3.640388630316135,3.6107235384153014,-0.029665091900833662,untrained
2,4,p20,0.022336467532890196,3.2535742369087655,4.15544737302222,0.9018731361134544,untrained
2,5,p20,0.014529521750688446,3.057612730952233,4.070293192714897,1.0126804617626637,untrained
2,6,p20,0.03316278933341246,3.8649969899783754,3.8747309879597087,0.009733997981333342,untrained
2,7,p20,0.017976273998300818,3.3156012765731133,4.005748013423176,0.6901467368500627,untrained
2,8,p20,0.022083410814970422,3.414028629569239,3.9268013466251106,0.5127727170558716,untrained
2,9,p20,0.09196873169782949,3.829596915886134,4.258439595512896,0.4288426796267619,untrained
3,0,p20,0.014222418235283404,3.001136218859135,2.0825339151777955,-0.9186023036813395,untrained
3,1,p20,0.006096770512783553,1.9094358945743095,1.9472544959025713,0.03781860132826176,untrained
3,2,p20,0.030312748653507193,1.5681904717984325,2.2144356679895774,0.6462451961911448,untrained
3,3,p20,0.008854011537425849,2.461675573817841,1.8576908183156353,-0.6039847555022055,untrained
3,4,p20,0.010861678950179622,2.463311154608109,2.0718828784216115,-0.39142827618649756,untrained
3,5,p20,0.027220819793703,2.234535614544506,2.095961862036746,-0.13857375250776016,untrained
3,6,p20,0.005789575968426344,2.6077734533936874,3.0157599776148207,0.40798652422113335,untrained
3,7,p20,0.017243573889957606,2.4055475172503096,1.9112013812104098,-0.49434613603989974,untrained
3,8,p20,0.014157698425853054,2.358804432393839,2.1007937686553406,-0.25801066373849846,untrained
3,9,p20,0.01144782150828897,2.830949302902165,2.91367553994713,0.08272623704496507,untrained
4,0,p20,0.05466016843138469,4.321125176919152,3.391525919820574,-0.9295992570985776,untrained
4,1,p20,0.017263029668592417,3.4863325539148153,2.9830600184383753,-0.50327253547644,untrained
4,2,p20,0.0880106710057893,2.799320904286561,3.2423323607308414,0.4430114564442804,untrained
4,3,p20,0.03301528141355259,3.412149763114349,2.5520079601833525,-0.8601418029309964,untrained
4,4,p20,0.008601124511441141,2.7113391754256586,2.5477303460168823,-0.1636088294087763,untrained
4,5,p20,0.02356518197699653,2.7133775865080683,2.901564854567463,0.18818726805939479,untrained
4,6,p20,0.012409913283872365,2.889052138365223,2.814134132762491,-0.07491800560273187,untrained
4,7,p20,0.01443827470928638,3.185792533045003,1.801931372663718,-1.383861160381285,untrained
4,8,p20,0.012018007748758441,2.409778222107711,2.4230524886280773,0.013274266520366229,untrained
4,9,p20,0.028884621884462593,2.936357973905406,1.9693383750861388,-0.9670195988192674,untrained
5,0,p20,0.01978666321177036,3.1807246287670425,2.7843382210947647,-0.39638640767227784,untrained
5,1,p20,0.014423083644432622,3.1702693791752683,3.314380824236159,0.1441114450608909,untrained
5,2,p20,0.008139060935556969,2.9229848271927574,2.6857097343973155,-0.2372750927954419,untrained
5,3,p20,0.021886315115665647,3.5219031778845693,3.285949917123575,-0.23595326076099443,untrained
5,4,p20,0.03814142808059906,3.807300524683978,3.0568098904676804,-0.7504906342162978,untrained
5,5,p20,0.0016714405892399031,3.1970965998309735,2.6831652661800436,-0.5139313336509299,untrained
5,6,p20,0.008196986627533737,2.5567353977262823,2.9376391556867807,0.38090375796049836,untrained
5,7,p20,0.0277120678689029,3.2530675077860747,2.7260371864997905,-0.5270303212862841,untrained
5,8,p20,0.021130930338858253,3.299601230297868,2.7974109565370755,-0.5021902737607924,untrained
5,9,p20,0.051869647386717954,3.1880371654485766,3.08753487215934,-0.10050229328923654,untrained
