seed,episode,phi_z_pre,phi_z_post,phi_g_pre,phi_g_post,group
13,1,0.002113762739106795,0.02209781497052324,0.747624843718597,1.0532527618354108,trained
13,2,0.01743704412732372,0.0045229989804187465,1.3660539103591018,1.5113439215311741,trained
13,3,0.007636853686148602,0.028693484413858328,1.3348235183171686,1.1666281223515862,trained
13,4,0.003203758151201344,0.03661126394903495,1.0510093168197265,0.9248196250042788,trained
13,5,0.049419199758700044,0.0210941076537437,0.7374402921247625,0.7787473703246759,trained
13,6,0.015251564035444698,0.017667472037954324,1.1096433101134722,1.3453632261381583,trained
13,7,0.005581907700110897,0.0600560947232182,1.1883138771710349,1.5769197305521943,trained
13,8,0.010781410589397467,0.019596074591249846,0.6882079741268807,1.2840052134476045,trained
13,9,0.011344085429375261,0.036649320099307936,1.1358859155952565,1.216137147939624,trained
14,0,0.012721614124009656,0.02685841017010837,1.2035797273797557,1.6206745825680577,trained
14,1,0.008637135129543783,0.003646756758117403,1.2162736751559393,0.9557031769502201,trained
14,2,0.014557392230205413,0.004721211970393463,1.0772773250027463,1.9047687294603262,trained
14,3,0.018161459473055017,0.0039015714455686024,0.9487842472973057,0.9083814231452795,trained
14,4,0.006515574223064147,0.013091543859966609,0.943749322044798,1.0296258277520542,trained
14,5,0.0050554242455059795,0.014563437413588592,0.8008214691209947,1.7406756023072596,trained
14,6,0.011684249974333483,0.03419594207775567,1.353476812337232,1.4213913442450778,trained
14,7,0.012781824398011565,0.025623724317537143,0.9672498440422941,1.127004545663111,trained
14,8,0.022433068027018277,0.03310778258946934,1.0425622004780069,0.8804194456895615,trained
14,9,0.015083566780003776,0.021703206985539264,1.3709126968887384,1.4099998836266878,trained
15,0,0.004786762946075385,0.006886432641537432,1.2071118296134218,0.8264565797670674,trained
15,1,0.01788427646659349,0.017654652688406852,1.0124337555738574,1.2002431333139496,trained
15,2,0.01729555515800449,0.013966564445564357,0.9105671347102717,0.9271112240764967,trained
15,3,0.01272993763802921,0.03024684608808885,1.0716622935133422,0.9631325914855542,trained
15,4,0.01222323656380446,0.02695596241299969,0.8907704939607622,0.9831645612656066,trained
15,5,0.01349910275549232,0.009142338210327061,0.7588824505832059,0.8012693783621825,trained
15,6,0.010918539797197632,0.039345611251729,0.9815649829178111,1.1860897006149362,trained
15,7,0.005663117717728733,0.013267773807323108,1.0227950474190348,0.7990068810982518,trained
15,8,0.0031537960289499123,0.016475626974239765,1.0528816946838235,1.6069630158910369,trained
15,9,0.013671608472680286,0.04558826916695395,1.2589239064379274,1.3173993329808318,trained
16,0,0.008381351665136205,0.011068930504622224,1.7682522870722837,1.808299998920611,trained
16,1,0.004742414114757593,0.05888714685175617,1.4444455805520193,0.9074481780825133,trained
16,2,0.026874696546363958,0.021833827503944442,3.5293803930323557,2.4678130800193028,trained
16,3,0.010653513525372665,0.016811598699617597,1.705470452899855,1.4448586884718515,trained
16,4,0.009208818466441102,0.011674259853639124,1.0395669310445443,0.7911821745117326,trained
16,5,0.011611290068667873,0.002762003377947131,1.3177118243871506,1.0854371028688639,trained
16,6,0.018627493052156767,0.026500808825012545,1.3539025945974847,1.9340276426101013,trained
16,7,0.011423947394689077,0.03152479978949635,1.247036848200529,1.248321538014994,trained
16,8,0.008028003488386008,0.028323804861660917,1.5312404457358695,0.7855969867388845,trained
16,9,0.011501198368700671,0.04549664532731176,1.38068769474959,1.2065823813176708,trained
17,0,0.005081446936046841,0.003452100352799359,1.1506154823342107,1.3110764578758336,trained
17,1,0.006763088379064142,0.024086104501057234,1.658536927176322,1.0871031493291956,trained
17,2,0.012234403950332179,0.017343092267284976,1.763537654204651,0.6568485855617088,trained
17,3,0.022919815893793438,0.007805544531967289,1.3147682566391203,0.6410895981710847,trained
17,4,0.008537276645528613,0.05245794797504566,2.723332468562948,1.07385321583638,trained
17,5,0.018867140029524054,0.039096850868900065,1.5474984566323373,0.8230008588945363,trained
17,6,0.007274440061330711,0.01106004766098985,1.1866292885466685,1.3487354181237134,trained
17,7,0.01181833004739588,0.022779084336006283,0.7309522460407388,0.9380521979205014,trained
17,8,0.018159074619691074,0.011071194477715318,0.8058576800346662,1.2838025759937723,trained
17,9,0.018252943562928635,0.017756738764335755,1.2793721609748168,1.2096269189851898,trained
18,0,0.023801563595867922,0.018621107800739486,1.1646115063643752,1.0921346032015322,trained
18,1,0.006966996713235196,0.013990265919081694,1.1436177604711233,1.5417614486410778,trained
18,2,0.011138913636455916,0.006412819149444082,1.2439069047400337,1.0926226354051705,trained
18,3,0.011474048146919824,0.004964927532165431,0.9869272512452772,1.187151289122312,trained
18,4,0.01779022972414923,0.028793160671877538,0.8806893252557717,0.8560038687199902,trained
18,5,0.010817001712981833,0.015845153377001153,0.8411538730653272,1.1553957097209657,trained
18,6,0.018971082318777477,0.04099304682068346,1.6959345363593725,0.8871771236371767,trained
18,7,0.006844630575830901,0.003906976742058421,0.849344288433707,0.9367054193986746,trained
18,8,0.007201616675412664,0.0048563307301019085,0.9399937144442341,1.1441986005530516,trained
18,9,0.008940566848257711,0.03018293128604852,1.244296538634417,1.2301262648873488,trained
19,0,0.017718364378768378,0.043060933506991084,1.0783569231617438,1.0474975706800589,trained
19,1,0.2851610290700568,0.029581879388826726,2.6356302402766643,1.1308390444224299,trained
19,2,0.010703869234356733,0.02395510645731752,1.5371408088592329,0.887844271257476,trained
19,3,0.007117918673179041,0.011338877320588137,1.133882792480769,1.8550709222470498,trained
19,4,0.010194544180667106,0.013906081622188343,2.634918201835903,0.8740854034144439,trained
19,5,0.02789017093075352,0.013855911572635993,1.3728474602256036,1.3506380615590379,trained
19,6,0.014175355650802732,0.02241081437274972,1.2582116888583683,0.9310846907564032,trained
19,7,0.16208709522243903,0.019416615541691495,2.5050070317360817,1.662315071478495,trained
19,8,0.14073690900137015,0.016311270224897645,1.2880677425493658,1.8087024963608924,trained
19,9,0.019735215252918825,0.033925289667451966,1.0351371859284284,0.8126191747450628,trained
20,0,0.013486601563833966,0.01378832243547018,2.548375979710209,1.802046247815863,trained
20,1,0.04977177035933256,0.01774789327011439,1.8683119868325675,1.6896600821334582,trained
20,2,0.01160612831183716,0.020832096856805482,1.8260651841662798,1.5300361591884375,trained
20,3,0.025290901032114652,0.006095597397044017,1.8145871922776553,1.3667448448119877,trained
20,4,0.017781414694501313,0.05339505045850823,2.4418308054026197,0.8704671232545413,trained
20,5,0.014517557664827985,0.021930739320824087,1.1978823262290295,1.5176682538337998,trained
20,6,0.006951411070433677,0.05504310107972171,3.5660059209732156,2.296201798190334,trained
20,7,0.012361426176776047,0.031863520811474755,1.397973324771237,1.3301499623050703,trained
20,8,0.015743638613433975,0.019916247731401132,1.605028645289699,1.3705243845427157,trained
20,9,0.0285180234162552,0.004657968336203189,1.084858528609462,1.4694041448412656,trained
21,0,0.009292072813717522,0.035687173985691434,1.0935019657392453,1.3737707863605055,trained
21,1,0.0041199564450335735,0.01891279966684739,1.1226605842203652,0.7876581915688581,trained
21,2,0.025572315711724747,0.024858245994317185,1.281088108194853,1.1656956230092528,trained
21,3,0.01650698900590722,0.008760812081612446,2.003524563140615,1.287121023017181,trained
21,4,0.0138985547791938,0.03357595956647352,0.9109322349850021,1.3575035820319763,trained
21,5,0.030989238014916765,0.013149261224820588,0.9939414132481974,1.2944073957235969,trained
21,6,0.00802730487243819,0.01941984855597856,0.8187562271376294,0.7535911270377245,trained
21,7,0.013684524040050494,0.022158092674224777,1.380028472646479,1.0628645858355452,trained
21,8,0.008492882179501393,0.023778961923735062,1.1590431957247538,1.0595495948709586,trained
21,9,0.0015971912777916486,0.017906025320331573,1.0361159269854787,1.5529067733831425,trained
22,0,0.02101634464514529,0.024428703080280778,1.675504448364844,1.21406639512501,trained
22,1,0.015584530702901417,0.010026495029213489,1.4994412550426555,0.8591351037916636,trained
22,2,0.02221291956064475,0.01760963323447451,0.9179661702244867,1.244702182950717,trained
22,3,0.005689299871353526,0.037292200902586656,1.831241019060873,1.1927012400154804,trained
22,4,0.01582431725412936,0.006054912197731931,1.4336623244319064,1.5616273550317745,trained
22,5,0.03614870166584039,0.02311358881851852,1.5582546073075305,0.9266540182894223,trained
22,6,0.009838022281848713,0.0100270930735189,2.156674489670384,1.5006613159544773,trained
22,7,0.016792925774730905,0.013240979749989445,0.7484039385223826,1.1391593934855289,trained
22,8,0.006542117080825416,0.010415882879119986,1.6753533534987957,1.9526931080646108,trained
22,9,0.008792415980112461,0.01980065066301262,1.6693757860157323,1.1714096341527194,trained
23,0,0.0037532576625265157,0.015096508543293752,1.2299419149797481,0.6892045838654159,trained
23,1,0.012764190302190337,0.018885837407919263,1.5687329325826798,1.207608453716663,trained
23,2,0.029944690882457187,0.04211214947502184,1.744084519851146,1.0139201238441795,trained
23,3,0.01396004835823575,0.013608974302962235,1.0588533498125248,1.390252134843799,trained
23,4,0.005797396837670721,0.04535055083452219,1.9320618280802069,1.1950891525921448,trained
23,5,0.015240279759821292,0.008270772178117836,3.0114894143210753,1.2855064842629524,trained
23,6,0.009287257561220078,0.030723932554950706,1.3810825250432808,1.3268209869471015,trained
23,7,0.01194271537504965,0.023626234953076197,1.2000942665252707,1.3360195375567774,trained
23,8,0.010617647957839593,0.01774688921508072,1.6449953001383149,1.1277628100379546,trained
23,9,0.04346599267576806,0.032119655864514346,1.2207706803603464,2.0566496195217305,trained
24,0,0.034806973219860246,0.022768800479018525,2.023903048029771,0.9242377701528817,trained
24,1,0.021977317638047944,0.0052332055453953585,1.6877904721519617,1.7537254140255225,trained
24,2,0.015528821294391648,0.015553938414077206,2.1358649426503846,0.8878377228541556,trained
24,3,0.019101595043436392,0.027361277295116664,1.2756036559232602,0.9128842969295047,trained
24,4,0.01059773563591826,0.007946495652314839,1.1613124040468144,1.3666711786350447,trained
24,5,0.012073697988893189,0.01409396397298962,0.857792547561988,1.3474701183208555,trained
24,6,0.01540590340197362,0.004800669725281703,2.20259536076633,1.853521710741446,trained
24,7,0.008092367152362903,0.04154086727029205,1.5007108016875148,2.096079299758914,trained
24,8,0.00428974990593689,0.013731574486876001,1.8082039102864496,1.9174583553371327,trained
24,9,0.009795637844545069,0.024429327236788145,2.655625515695954,1.6836209362560084,trained
25,0,0.02074338665291875,0.029741306988755767,1.7353993148961075,1.2964466190557191,trained
25,1,0.023068094685163465,0.06317619574161457,1.807012268072222,1.5369494287266061,trained
25,2,0.02275483045172677,0.009198932456629783,1.7182351676620211,1.056385584667793,trained
25,3,0.018042745229218893,0.02113815093420568,1.4425685383180373,1.3190577809158304,trained
25,4,0.009452038090114523,0.0120857348216519,1.9597343771509699,1.3573486376036397,trained
25,5,0.01525140026054464,0.005755515487872481,1.157951895786275,1.325400072789177,trained
25,6,0.01493182310097467,0.0063975154863814,1.462726872465975,1.255360485946888,trained
25,7,0.019628856885957446,0.01511081383757304,0.7003778337948005,1.546803848368206,trained
25,8,0.0396187990776469,0.025124016218239918,1.2596765505761414,0.9620404286010038,trained
25,9,0.025401012729838968,0.018847508222612025,1.9668185105518672,1.0600870189227223,trained
26,0,0.008673608100317365,0.021518743322516132,1.6227580552441487,1.0572059454678813,trained
26,1,0.009536274191887906,0.021339940632399343,2.6379942578847997,0.9975180432562333,trained
26,2,0.009804845455244848,0.03432947942578494,1.3836555881804427,1.076402301780305,trained
26,3,0.015181027068909003,0.024000975537709524,1.0846437103678865,1.450908782645501,trained
26,4,0.0037624254399552526,0.039828914446080665,1.1349374669561727,0.6601025175255725,trained
26,5,0.025320781326700903,0.02386712004898231,2.035130330330362,0.9007829559513952,trained
26,6,0.016476435470248463,0.024415265638102812,3.5574922109661555,1.3186655951339032,trained
26,7,0.011566830258396,0.02112878836001808,1.28135667275287,0.636062653907949,trained
26,8,0.012022529933463727,0.01183081174568179,0.9572985392556669,1.0226444696841557,trained
26,9,0.005238023414500942,0.05197563391481913,2.4513446744613443,1.4137157832119087,trained
27,0,0.012709665607104265,0.0047042750885690765,0.962401842113106,0.7384280766860509,trained
27,1,0.02352440239346104,0.010812658335935782,1.6703193113498473,0.8240335444803797,trained
27,2,0.016443319702215187,0.01882668590539982,0.8999352560371852,1.1449526706894295,trained
27,3,0.01952708648810761,0.010816974666482737,1.428427700252672,1.1700475269869037,trained
27,4,0.011196716522007266,0.03466681296813656,2.234284044247768,1.267121657752372,trained
27,5,0.006476374641026322,0.01930404890869561,0.6453809540740436,1.1932385722141878,trained
27,6,0.01974513914157744,0.01883577365971123,1.2910043092391876,0.9178673230618977,trained
27,7,0.017181560121292516,0.06579820391916169,1.3413582728035147,0.8488884093595515,trained
27,8,0.014846884179495756,0.009439934921496584,1.432712165128297,1.0454987924174777,trained
27,9,0.012425671730815935,0.036243288155872966,1.4328082687376031,1.167094194576264,trained
28,0,0.004717753079518147,0.052337786048641144,1.214731773342638,1.2174466419578838,trained
28,1,0.010010734681369392,0.06976890343986092,0.9138900780095215,1.0193995035979566,trained
28,2,0.01948496919433202,0.025028380463984923,1.513933695966906,1.0845380787416654,trained
28,3,0.02164122296050272,0.012886341544918356,0.8133851431787649,1.2473028271687878,trained
28,4,0.012977932904179257,0.022887181982693294,0.9859631892934717,1.3145494659964616,trained
28,5,0.012216342327808383,0.01591109086695086,0.7485994436864514,1.2921658589733358,trained
28,6,0.004574559232795303,0.016657598507155424,1.1303167622544912,1.2271700872505722,trained
28,7,0.015167791967825979,0.08319827556715387,1.216543691378292,1.1245017146718999,trained
28,8,0.006929935513115021,0.017414038478305444,1.0267500286754099,1.0630478508309016,trained
28,9,0.01247033815378525,0.022613269413156778,1.1694854776722927,1.1309212918027711,trained
29,0,0.005845237162126066,0.04067065817528209,2.1623663927658354,1.9219223445271996,trained
29,1,0.021722237473457723,0.018974978826931586,1.6109142902353426,0.861500381422647,trained
29,2,0.023812809015689107,0.026622542283706224,1.0134362416610725,1.0631686005917809,trained
29,3,0.03043891874499638,0.021258178063303355,0.7360727368267814,1.3534827752775749,trained
29,4,0.010627911334318618,0.03497207024177629,1.6531001488387045,1.076780388485391,trained
29,5,0.025988139711182245,0.020226066465251824,0.9897473035527993,1.2386807944885065,trained
29,6,0.029925343446624092,0.04596381265125632,1.8559536618125996,1.3493115437061707,trained
29,7,0.019607660832577423,0.040804263354008996,1.1617502559850847,1.415869761974684,trained
29,8,0.011718298890544543,0.021280531185733365,1.7268403025582546,1.0949751832014392,trained
29,9,0.020004654730314125,0.023259947297085123,2.4567837498114455,2.098449092288096,trained
30,0,0.011736945555772052,0.0006337820121483373,0.9304988404796544,1.009101753893738,trained
30,1,0.010893367342920297,0.045861375996669965,0.793170005140462,1.2142149430243105,trained
30,2,0.007538373039432944,0.03344077051866001,1.1840907372598992,1.1913092999149921,trained
30,3,0.024696865246766952,0.026805332324425307,1.1242820416588408,0.721076591452167,trained
30,4,0.006087707096982975,0.03693235809020236,1.105880418691161,1.0476997279749587,trained
30,5,0.0077315689536139875,0.03178305990458946,0.7819853069260206,1.1113606985585132,trained
30,6,0.015685521021382764,0.03708335275690892,1.2172770160366362,0.8324146411627198,trained
30,7,0.030736394972807946,0.021258268820001286,1.1421444263924883,1.123241500877135,trained
30,8,0.020680834591077335,0.027506409620492334,1.4467670804425707,0.9185395487910706,trained
30,9,0.005932256974014427,0.0009244015087871427,1.500839836143834,1.1054823511868495,trained
1,0,0.02049123768494479,0.08616222487633989,2.731096343802636,1.9110774862824573,untrained
1,1,0.06177273825027818,0.10178013489072012,2.7764920605247743,4.964930792502225,untrained
1,2,0.007164229238293164,0.024309893382510106,3.1481329067488493,3.4530765066334426,untrained
1,3,0.01440089568644147,0.060851024123967146,5.7567496119932615,4.346622275760172,untrained
1,4,0.008370409011335858,0.01702424132293351,4.604544048484634,2.2334775291618154,untrained
1,5,0.019481890576238114,0.010629958955971297,5.888091684466149,3.718240835833289,untrained
1,6,0.008157628810721018,0.046616055665602285,3.325095823563343,2.8086615730362876,untrained
1,7,0.014540523490368329,0.008689753682038726,3.605279393217987,3.611481193615183,untrained
1,8,0.02546010731679013,0.025437933207330232,4.174943489136863,2.0732060832312253,untrained
1,9,0.26365768090526365,0.011120961219675325,3.817046130341744,3.9694076319242004,untrained
2,0,0.1293008631978333,0.05737300435216125,3.8422178440625427,1.2696574188682663,untrained
2,1,0.03152190168537318,0.0033325995116859908,2.632076595241723,1.3388759619737942,untrained
2,2,0.008615449744140025,0.017544267224445728,3.35427701008728,1.1045517814397006,untrained
2,3,0.007881388146189387,0.005337936013451394,1.6271012560423002,1.3592307166341777,untrained
2,4,0.028202738847134756,0.027891792932504794,3.334310903757241,1.0252321587082993,untrained
2,5,0.16448493891334726,0.02791379382173234,4.041835463463251,1.438329251761792,untrained
2,6,0.01813891983588145,0.005913321713063524,1.6005167566719305,1.472044688459779,untrained
2,7,0.11859830533567123,0.030386406315745296,2.807681065547033,1.613174483627008,untrained
2,8,0.05283906860812604,0.020176621266327577,3.4604021829344482,0.8948439570337527,untrained
2,9,0.14844303140550025,0.03130814838825099,2.035839001923521,0.8265316009222103,untrained
3,0,0.03047800022025071,0.013119801910822904,2.3713099034090654,1.5889742810033172,untrained
3,1,0.02114187873101625,0.018986990029712325,2.396635618016361,2.621111198254239,untrained
3,2,0.027259464597026817,0.0396500636588587,3.4277119699150767,1.8926654184419807,untrained
3,3,0.01042954296808729,0.01610749583710458,3.653731597711163,3.647414219938293,untrained
3,4,-0.000682454957260159,0.018127055541243525,2.486898663196245,1.3194896884291212,untrained
3,5,0.020074027594239426,0.04432741167419921,2.0918092847047767,1.9053216948562997,untrained
