metric,median_effect,ci95_low,ci95_high,partition_mode
phi_r_g,0.13634116943870578,0.04018151325574426,0.27599775995809783,free_fiedler
group_decoupling_g,-0.2839248409862392,-0.5926603351264277,-0.10696539433493871,free_fiedler
group_downward_g,0.3987050574701445,0.3051737895606157,0.5639082364918229,free_fiedler
group_part_driven_g,-0.0015769086013479004,-0.024182619835198003,0.012341856723080198,free_fiedler
phi_r_g,0.1856254251986157,0.012770829555393326,0.35965100889260315,shared_pairwise_fiedler
group_decoupling_g,-0.16736508629867453,-0.4000200214323273,0.014342461837629772,shared_pairwise_fiedler
group_downward_g,0.2721734960346076,-0.03596970651363762,0.6479106106783374,shared_pairwise_fiedler
group_part_driven_g,-0.003325041207706797,-0.014351449122951138,0.01480059238791958,shared_pairwise_fiedler
