seed,episode,condition,shared_partition_signature,shared_partition_n1,shared_partition_n2,phi_r_g,group_decoupling_g,group_downward_g,group_part_driven_g
1,9,default,"A[1,3,4,5,6,7,8,10]|B[0,2,9,11]",8,4,1.8554172889385527,0.852314991892777,0.8883547968289619,0.07490549907506194
2,0,coupled,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.2302154206833105,-0.7474905101310374,1.8306008490027008,0.06932514096589992
2,0,default,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.667987695239355,-0.7977616803212566,2.245075352545898,0.072921992087982
2,1,coupled,"A[3,5,10,11]|B[0,1,2,4,6,7,8,9]",4,8,2.0244082550123297,-0.22575918522388783,2.139323622415845,0.07503957567574338
2,1,default,"A[3,5,10,11]|B[0,1,2,4,6,7,8,9]",4,8,1.5187048103775675,-0.2390987694497193,1.5971876019531623,0.04236240032580274
2,2,coupled,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,2.0130377629804252,-0.6842260373859066,2.613739507208078,0.10155320338558238
2,2,default,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,2.003982067373608,0.09983304604243148,1.868494028597332,0.041116016060399496
2,3,coupled,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.4318562327972297,0.30880487829535674,0.9912165714664574,0.04313030086970282
2,3,default,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.633659547758696,1.009275157114324,0.5214279711310841,0.07807910814577346
2,4,coupled,"A[1,3,5,6,10,11]|B[0,2,4,7,8,9]",6,6,1.80654579412585,-0.47964719447285864,2.1468085276015287,0.0196723008836881
2,4,default,"A[1,3,5,6,10,11]|B[0,2,4,7,8,9]",6,6,1.693127643300061,0.3295693228513814,1.2917648976289997,0.0427459900077809
2,5,coupled,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.5775642217080852,-0.8960288134792598,2.395950028915613,0.07086286863931957
2,5,default,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,2.0865377406270134,0.4863742368189228,1.4134035348930003,0.05117988726845091
2,6,coupled,"A[3,5,6,10]|B[0,1,2,4,7,8,9,11]",4,8,2.3435605980787737,-0.9500828103138286,3.2667930342831686,0.10364627246282043
2,6,default,"A[3,5,6,10]|B[0,1,2,4,7,8,9,11]",4,8,2.294794639529656,1.2243563914222282,0.9919868553028605,0.035775601049458094
2,7,coupled,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.5675790940895649,0.29753558113906386,1.2243889445796563,0.07141145102992064
2,7,default,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.6290984644324145,-0.04129234765255685,1.6208245016136908,0.012559152384596706
2,8,coupled,"A[1,3,5,10,11]|B[0,2,4,6,7,8,9]",5,7,2.085934276935385,-1.5194636728832966,3.604087423394475,0.08907776359421904
2,8,default,"A[1,3,5,10,11]|B[0,2,4,6,7,8,9]",5,7,2.225257768127898,0.5557604458298697,1.6017529388172262,0.02084794976446891
2,9,coupled,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.6970550553314032,-0.9766317520984487,2.676262892993243,0.01439851290826688
2,9,default,"A[1,2,4,6,7,8,9]|B[0,3,5,10,11]",7,5,1.967185254395768,-0.345240490580057,2.2253747120719467,0.013650690336259208
3,0,coupled,"A[2,5]|B[0,1,3,4,6,7,8,9,10,11]",2,10,2.2758047345292702,2.0520202474836298,0.19181541261176083,0.01936218974940207
3,0,default,"A[2,5]|B[0,1,3,4,6,7,8,9,10,11]",2,10,1.4925225791653949,0.7072565669479149,0.7392045470692274,0.010047312813047604
3,1,coupled,"A[2,3,5,10]|B[0,1,4,6,7,8,9,11]",4,8,1.689275110834595,1.1598093030346908,0.4929457041563843,0.1033723952480945
3,1,default,"A[2,3,5,10]|B[0,1,4,6,7,8,9,11]",4,8,1.8048673898138834,0.09502760758697093,1.6075395529032055,0.062029497046777626
3,2,coupled,"A[5]|B[0,1,2,3,4,6,7,8,9,10,11]",1,11,2.0247438169004344,1.6066904881827702,0.40596242995718335,0.0490313669206921
3,2,default,"A[5]|B[0,1,2,3,4,6,7,8,9,10,11]",1,11,1.7967872613734075,0.32678018571185596,1.4110373613014735,0.07278163318580888
3,3,coupled,"A[5]|B[0,1,2,3,4,6,7,8,9,10,11]",1,11,2.1598160858001214,1.2327065294318067,0.8454002769142982,0.05428785675305747
3,3,default,"A[5]|B[0,1,2,3,4,6,7,8,9,10,11]",1,11,2.2252532277372423,0.5819653142995396,1.5577262034187538,0.17418825676340277
3,4,coupled,"A[2,3,5]|B[0,1,4,6,7,8,9,10,11]",3,9,1.954082799947439,0.6872274982046491,1.1105730867013266,0.15881326459653988
3,4,default,"A[2,3,5]|B[0,1,4,6,7,8,9,10,11]",3,9,1.521605402864712,0.5624968528551757,0.9074587681336572,0.05541498487983043
3,5,coupled,"A[5]|B[0,1,2,3,4,6,7,8,9,10,11]",1,11,3.038999708804345,2.1969523848159813,0.8227728046668319,0.03748615105422859
3,5,default,"A[5]|B[0,1,2,3,4,6,7,8,9,10,11]",1,11,1.7406331692688604,0.6620229960635995,1.0527434432394194,0.008155166415998893
