seed,episode,signature_default,signature_coupled,partition_mismatch_fraction,partition_agreement,exact_partition_match
14,7,"A[2,3,4,5,6,7,8,9,11]|B[0,1,10]","A[2,3,10,11]|B[0,1,4,5,6,7,8,9]",0.4166666666666667,0.5833333333333333,False
14,8,"A[3,4,5,6,8]|B[0,1,2,7,9,10,11]","A[6,10,11]|B[0,1,2,3,4,5,7,8,9]",0.5,0.5,False
14,9,"A[2,3,4,5,6,7,9,10,11]|B[0,1,8]","A[3,6,10,11]|B[0,1,2,4,5,7,8,9]",0.4166666666666667,0.5833333333333333,False
15,0,"A[1,4,5,7,9,11]|B[0,2,3,6,8,10]","A[2,6,8]|B[0,1,3,4,5,7,9,10,11]",0.25,0.75,False
15,1,"A[2,3,6,8]|B[0,1,4,5,7,9,10,11]","A[8]|B[0,1,2,3,4,5,6,7,9,10,11]",0.25,0.75,False
15,2,"A[1,2,4,5,7,8,9,11]|B[0,3,6,10]","A[2,4,6,8]|B[0,1,3,5,7,9,10,11]",0.5,0.5,False
15,3,"A[10]|B[0,1,2,3,4,5,6,7,8,9,11]","A[3,4,5,7,8,9,10]|B[0,1,2,6,11]",0.5,0.5,False
15,4,"A[1,2,5,7,9,11]|B[0,3,4,6,8,10]","A[2,6]|B[0,1,3,4,5,7,8,9,10,11]",0.5,0.5,False
15,5,"A[1,4,5,7,8,9,11]|B[0,2,3,6,10]","A[8]|B[0,1,2,3,4,5,6,7,9,10,11]",0.5,0.5,False
15,6,"A[1,4,5,7,9,11]|B[0,2,3,6,8,10]","A[2,3,4,6,7,8,10]|B[0,1,5,9,11]",0.25,0.75,False
15,7,"A[2,3,6,8,10]|B[0,1,4,5,7,9,11]","A[2,3,7,8]|B[0,1,4,5,6,9,10,11]",0.25,0.75,False
15,8,"A[1,2,4,5,7,9,11]|B[0,3,6,8,10]","A[1,3,4,5,7,8,9,10,11]|B[0,2,6]",0.3333333333333333,0.6666666666666667,False
15,9,"A[1,2,4,5,7,9,11]|B[0,3,6,8,10]","A[4,7]|B[0,1,2,3,5,6,8,9,10,11]",0.4166666666666667,0.5833333333333333,False
16,0,"A[1,2,3,4,6,7,8,9,11]|B[0,5,10]","A[1,2,4,5,9,10]|B[0,3,6,7,8,11]",0.4166666666666667,0.5833333333333333,False
16,1,"A[9]|B[0,1,2,3,4,5,6,7,8,10,11]","A[1,2,4,5,7,8,9,10,11]|B[0,3,6]",0.3333333333333333,0.6666666666666667,False
16,2,"A[2,3,4,5,7,9,11]|B[0,1,6,8,10]","A[1,2,3,4,5,9,10]|B[0,6,7,8,11]",0.3333333333333333,0.6666666666666667,False
16,3,"A[1,2,10]|B[0,3,4,5,6,7,8,9,11]","A[1,2,3,4,5,7,8,9,10,11]|B[0,6]",0.4166666666666667,0.5833333333333333,False
16,4,"A[3,4,5,7,11]|B[0,1,2,6,8,9,10]","A[4,8]|B[0,1,2,3,5,6,7,9,10,11]",0.4166666666666667,0.5833333333333333,False
16,5,"A[2,3,4,5,7,11]|B[0,1,6,8,9,10]","A[2,3,4,5,9,10]|B[0,1,6,7,8,11]",0.3333333333333333,0.6666666666666667,False
16,6,"A[2,6,10]|B[0,1,3,4,5,7,8,9,11]","A[1,2,4,5,9,10]|B[0,3,6,7,8,11]",0.4166666666666667,0.5833333333333333,False
16,7,"A[1,2,3,4,5,6,7,8,9,11]|B[0,10]","A[4,5,8,10]|B[0,1,2,3,6,7,9,11]",0.3333333333333333,0.6666666666666667,False
16,8,"A[5,9]|B[0,1,2,3,4,6,7,8,10,11]","A[1,2,3,4,5,6,7,8,9,10,11]|B[0]",0.25,0.75,False
16,9,"A[1,2,3,4,5,6,7,9,11]|B[0,8,10]","A[6,7,11]|B[0,1,2,3,4,5,8,9,10]",0.5,0.5,False
17,0,"A[1,4,5,7]|B[0,2,3,6,8,9,10,11]","A[6,9]|B[0,1,2,3,4,5,7,8,10,11]",0.5,0.5,False
17,1,"A[1,3,4,5,6,7,9]|B[0,2,8,10,11]","A[3]|B[0,1,2,4,5,6,7,8,9,10,11]",0.5,0.5,False
17,2,"A[1,3,4,6,7,9]|B[0,2,5,8,10,11]","A[3,6,9]|B[0,1,2,4,5,7,8,10,11]",0.25,0.75,False
17,3,"A[4,6]|B[0,1,2,3,5,7,8,9,10,11]","A[4,6,9,10,11]|B[0,1,2,3,5,7,8]",0.25,0.75,False
17,4,"A[1,5,7]|B[0,2,3,4,6,8,9,10,11]","A[2,4,5,7,8,10,11]|B[0,1,3,6,9]",0.5,0.5,False
17,5,"A[1,5,7,9]|B[0,2,3,4,6,8,10,11]","A[1,5,7,8]|B[0,2,3,4,6,9,10,11]",0.16666666666666666,0.8333333333333334,False
17,6,"A[1,2,3,4,5,6,9,10,11]|B[0,7,8]","A[4,5,7,8,9,10]|B[0,1,2,3,6,11]",0.4166666666666667,0.5833333333333333,False
17,7,"A[6,8,10]|B[0,1,2,3,4,5,7,9,11]","A[1,2,4,5,6,7,8,9,10,11]|B[0,3]",0.4166666666666667,0.5833333333333333,False
