condition,checkpoint,seed,episode,external_sha256,phi_r_g,phi_r_z,group_decoupling_g,group_downward_g,group_part_driven_g,atom_base_part0_to_whole_g,atom_parts_to_whole_g,atom_part1_to_whole_g,atom_whole_to_part0_g,atom_whole_to_parts_g,atom_whole_to_part1_g,atom_whole_to_whole_g,atom_part0_to_part1_g,atom_part1_to_part0_g,phi_r_g_shuffled,whole_to_single_sum,whole_to_parts,downward_reconstructed,downward_reconstruction_error
coupled,48000,18,4,efeb704908aab4b37f9eb437d7027df36470cc446a4008dae4aeb97dab9705a9,1.7268049382009707,0.0289107438873492,-1.3029842377359149,2.9499606399183755,0.1078775868544545,1.7951336408726477,0.2531110682366424,1.3478324014457728,1.367676662625971,0.1265447956068417,1.4557391816855625,-1.3029842377359149,-1.882215563313068,-1.4059839603875406,,2.8234158443115334,0.1265447956068417,2.949960639918375,-4.440892098500626e-16
coupled,48000,18,5,e026480bfdede18b0cad8aa9a8396507da1a7d4e1d8f8b035f580d6cf1dfb08c,2.3062056800569843,0.100334730502641,-0.8343656379332929,2.96494061756208,0.2115878455673312,1.4008886640990414,1.1802198544819698,0.996107281242697,0.917492465247932,0.0654562972624104,1.9819918550517373,-0.8343656379332929,-2.358894880009263,-1.006733074247114,,2.899484320299669,0.0654562972624104,2.9649406175620796,-4.440892098500626e-16
coupled,48000,18,6,aa52b477675f028f7f05585d6e76d7c1e052216fc5ff0c12d5b19191dbb9f848,1.888738993207248,0.0289551081641381,-1.0532382988502738,2.848791192180636,0.0679127756847561,1.4504214033158125,0.6467838521244365,1.1312409819401887,1.112579016639686,0.0250584773879882,1.711153698152962,-1.0532382988502738,-2.0122453486746683,-1.148288113021013,,2.823732714792648,0.0250584773879882,2.848791192180636,0.0
coupled,48000,18,7,0193a206e04983fbfc2b0b7090a2206526ec6d42519b69d1a4291436c936eec5,2.190484144232241,0.202368619665951,-1.1923539421027645,3.33318127641407,0.0595755896306839,1.4821138387548831,0.3981023806873622,1.602330030493457,1.44066458079992,0.1952912417712069,1.6972254538429428,-1.1923539421027645,-1.801352969356694,-1.6216176909483244,,3.137890034642863,0.1952912417712069,3.3331812764140696,-4.440892098500626e-16
coupled,48000,18,8,61d4cf29a73d0fbebcfd1d461184e2ae14c4900d005b36c4d18f6b61215564be,2.0470260143868595,0.0211858078337897,0.2833959998096533,1.7656351699295718,0.1508029447684347,0.0769997201807806,1.824613991903388,0.0,-4.440892098500626e-16,0.1349512660444394,1.6306839038851328,0.2833959998096533,-1.750810767315734,0.0,,1.6306839038851324,0.1349512660444394,1.7656351699295718,0.0
coupled,48000,18,9,794bd6f53d04e380a07ad3b23a7b78a7204d02f669ee999f3c58aefed46e047b,1.5297740900009364,0.0116523719985361,-0.3348461199211101,1.8063521255410555,0.1357954893779396,0.8423555271690273,0.9519995364922208,0.4324999910746752,0.4076280915935069,0.0250121673194492,1.3737118666280992,-0.3348461199211101,-1.6582805667272478,-0.4327789986307355,,1.781339958221606,0.0250121673194492,1.8063521255410553,-2.220446049250313e-16
coupled,48000,19,0,2bdde52c6bb6e994a3f0d7c441ff03c743b87486b9efafb8c87e3d9aefd1bf30,2.202858290482211,0.0168576969831118,-0.5452956205666721,2.652040605380434,0.0715364322489124,1.171496016016269,0.1812275402654561,1.4880770256090834,1.237839868377202,0.1352425992536741,1.2789581377495582,-0.5452956205666721,-1.2793780547097946,-1.4898860949321016,,2.51679800612676,0.1352425992536741,2.652040605380434,0.0
coupled,48000,19,1,010aa30e51836eeb1d0b2f3c13fdad4d158ec9cd81af62b9fe181df4c7aef7c4,3.242969974876305,0.0118650465265019,0.645184900334737,2.376540535381727,0.1601626608846382,0.5588729900204852,0.8691844483322109,1.0405287493763078,0.7850503533415492,0.3213876504495747,1.2701025315906027,0.645184900334737,-1.270275059553052,-1.0381484672913135,,2.055152884932152,0.3213876504495747,2.376540535381727,0.0
coupled,48000,19,2,a4040649f24d949a9daac8111c269e4d1a5257c969fae12fa7c69d0df9dbb2a3,2.651328551179841,0.0446978532898139,0.7396824078543425,1.8307972959035173,0.0274709964335855,0.8232847973298723,0.1205122279921599,0.9872352925113024,0.8454089440068759,0.0757106886522542,0.9096776632443871,0.7396824078543425,-0.9248339119325266,-0.9787274094672224,,1.755086607251263,0.0757106886522542,1.8307972959035173,0.0
coupled,48000,19,3,f554c10b3a6ea3aad3da67bdd8822e211e5b121bc19cccf58079def91c367dd6,2.260320569157697,0.0193277702247801,0.0478590240803997,2.105044008216701,0.1011399537777515,0.6232314108832053,0.5788037018285117,0.9589072603215568,0.6416898559586709,0.3727051273737123,1.0906490248843184,0.0478590240803997,-1.104189259966872,-0.9556131592886504,,1.7323388808429891,0.3727051273737123,2.1050440082167015,4.440892098500626e-16
coupled,48000,19,4,efeb704908aab4b37f9eb437d7027df36470cc446a4008dae4aeb97dab9705a9,1.949505267491915,0.2989253147729411,-0.3323340214058738,2.215783999910822,0.0283514288963209,1.0981501944134977,0.154377671719569,0.9760999590047008,1.078545079515011,0.0945783755205762,1.0426605448752349,-0.3323340214058738,-1.0972567127735835,-1.103019683467863,,2.121205624390246,0.0945783755205762,2.215783999910822,0.0
coupled,48000,19,5,e026480bfdede18b0cad8aa9a8396507da1a7d4e1d8f8b035f580d6cf1dfb08c,2.1146610988152994,0.0076569190771872,0.0590482233200146,1.8622759771339363,0.0667936540490229,0.8689065306858608,0.1817400472142958,0.9379454914131498,0.8033733598977055,0.0638269599843237,0.995075657251907,0.0590482233200146,-0.9938414197583164,-0.9279569955059672,,1.7984490171496126,0.0638269599843237,1.8622759771339363,0.0
coupled,48000,19,6,aa52b477675f028f7f05585d6e76d7c1e052216fc5ff0c12d5b19191dbb9f848,2.592758380816279,0.0612268070264999,0.8980757039216916,1.5918497166034802,0.0821960962444108,-0.0227750628749929,1.0220509203842645,0.6557346621135287,0.07513338040503,0.5681623015469355,0.9485540346515148,0.8980757039216916,-0.9271072397960172,-0.6457071835823722,,1.0236874150565447,0.5681623015469355,1.5918497166034802,0.0
coupled,48000,19,7,0193a206e04983fbfc2b0b7090a2206526ec6d42519b69d1a4291436c936eec5,2.377228578114484,0.1049470550056327,-0.6982784333461431,3.0171135013232075,0.1332968359165338,1.357164263320456,0.4475424856014576,1.34964973545307,1.327043262696869,0.0630980268281331,1.6269722117982055,-0.6982784333461431,-1.6735919690821062,-1.3474676793763436,,2.9540154744950744,0.0630980268281331,3.0171135013232075,0.0
coupled,48000,19,8,61d4cf29a73d0fbebcfd1d461184e2ae14c4900d005b36c4d18f6b61215564be,2.149976814726742,0.0065180471846173,0.6691151640464561,1.5294995228267092,0.038057329974722,-0.1201093901458836,1.698062488142488,0.0,-0.096131929837375,0.1195571513266298,1.5060743013374545,0.6691151640464561,-1.5398957680218823,0.0,,1.4099423715000794,0.1195571513266298,1.5294995228267092,0.0
coupled,48000,19,9,794bd6f53d04e380a07ad3b23a7b78a7204d02f669ee999f3c58aefed46e047b,2.884045142498567,0.0050412463614331,1.6768424622032114,1.1618923852827778,0.0106348156376685,-0.1704968284598931,1.3456779430665802,0.0,-0.0732849708682372,0.0839728702204438,1.1512044859305712,1.6768424622032114,-1.1645462989690183,0.0,,1.077919515062334,0.0839728702204438,1.1618923852827778,0.0
coupled,48000,20,0,2bdde52c6bb6e994a3f0d7c441ff03c743b87486b9efafb8c87e3d9aefd1bf30,1.836150645604885,0.0893583645804326,-0.5482991889737256,2.241101333890983,0.0546214431758369,1.0436618142569352,0.0863519500808767,1.548178100551202,1.1660470449502935,0.0231863297773018,1.0518679591633875,-0.5482991889737256,-1.048891969530437,-1.5746784521827395,,2.217915004113681,0.0231863297773018,2.241101333890983,0.0
coupled,48000,20,1,010aa30e51836eeb1d0b2f3c13fdad4d158ec9cd81af62b9fe181df4c7aef7c4,1.886179306019979,0.0939167279496824,-0.1510740496804992,2.0060205562064106,0.0258865323604442,0.9597663850451664,0.0637766687761123,1.059485850719161,1.0115783810388856,0.0357243024027922,0.9587178727647326,-0.1510740496804992,-0.990861570768517,-1.0662808014114782,,1.9702962538036184,0.0357243024027922,2.0060205562064106,0.0
coupled,48000,20,2,a4040649f24d949a9daac8111c269e4d1a5257c969fae12fa7c69d0df9dbb2a3,2.266195849904203,0.1297930717896807,0.1906711504750555,2.079583670992715,0.0726995614103744,-0.0478770762417712,1.5627859265051205,0.508176407792805,-0.0413344226643537,0.6780991420839546,1.4428189515731145,0.1906711504750555,-1.4424098290419651,-0.5079758676038146,,1.4014845289087607,0.6780991420839546,2.079583670992715,0.0
coupled,48000,20,3,f554c10b3a6ea3aad3da67bdd8822e211e5b121bc19cccf58079def91c367dd6,2.326716817879574,0.0140291728723381,-1.838186524947668,4.111030972595236,0.091178593268185,1.9545509645466652,0.3641143995333125,2.0163016567802186,2.1863824112798618,0.0702736355665081,1.854374925748866,-1.838186524947668,-1.947317086874621,-2.29647134071739,,4.040757337028728,0.0702736355665081,4.111030972595236,0.0
coupled,48000,20,4,efeb704908aab4b37f9eb437d7027df36470cc446a4008dae4aeb97dab9705a9,2.549712539792671,0.4151980771506507,0.3251969753913308,2.044113794488289,0.074013060726003,0.8739959705897821,0.6685289363295372,0.5166665769701948,1.1245956183667938,0.4147106399790108,0.5048075361424846,0.3251969753913308,-0.8546167191655524,-1.130561703997959,,1.6294031545092784,0.4147106399790108,2.0441137944882892,4.440892098500626e-16
coupled,48000,20,5,e026480bfdede18b0cad8aa9a8396507da1a7d4e1d8f8b035f580d6cf1dfb08c,2.399767337901224,0.3175001459308301,-1.4954872278128013,3.852098475438499,0.1270416613025071,2.191689634240801,0.452856902938765,1.552412035097244,1.874962163903516,0.4117497439239637,1.5653865676110192,-1.4954872278128013,-2.1925293734581706,-1.8773875375161333,,3.4403487315145354,0.4117497439239637,3.852098475438499,0.0
coupled,48000,20,6,aa52b477675f028f7f05585d6e76d7c1e052216fc5ff0c12d5b19191dbb9f848,2.3964552348419814,0.0895302630410815,0.1282666663116565,2.099354397992639,0.0476496160333781,0.2567101908514551,1.3124096423371423,0.5797085402800417,0.2826876270944334,0.3288042930497006,1.487862477848505,0.1282666663116565,-1.5227894688070436,-0.5783892886282174,,1.7705501049429384,0.3288042930497006,2.099354397992639,0.0
coupled,48000,20,7,0193a206e04983fbfc2b0b7090a2206526ec6d42519b69d1a4291436c936eec5,2.631632719232573,0.0679763566814854,1.4217421759556466,1.125787029440394,0.055220317785853,-0.4682725006849337,1.4223946817865505,0.204734079285052,-0.3866974178512143,0.608457034523131,0.9040274127684772,1.4217421759556466,-0.901008549514038,-0.2026273930867774,,0.517329994917263,0.608457034523131,1.125787029440394,0.0
coupled,48000,20,8,61d4cf29a73d0fbebcfd1d461184e2ae14c4900d005b36c4d18f6b61215564be,2.2861509098506043,0.3090380687809549,-1.2215004996410466,3.3965621450022736,0.0839225746821128,1.426540448886267,0.5030389445979195,1.7604315770840704,1.8788286889628183,0.1524211808443185,1.3653122751951368,-1.2215004996410466,-1.4166885026106613,-2.189399893275483,,3.244140964157955,0.1524211808443185,3.3965621450022736,0.0
coupled,48000,20,9,794bd6f53d04e380a07ad3b23a7b78a7204d02f669ee999f3c58aefed46e047b,2.2809946533361094,0.0114459968069489,0.3597104067103753,1.8990008893726185,0.0202699553948193,0.7734467576828039,0.1659791622688939,0.9901478556592672,0.8697383522228987,0.1089674663762108,0.9202950707735088,0.3597104067103753,-0.9204620925965988,-0.9888417276195468,,1.7900334229964074,0.1089674663762108,1.8990008893726182,-2.220446049250313e-16
coupled,48000,21,0,2bdde52c6bb6e994a3f0d7c441ff03c743b87486b9efafb8c87e3d9aefd1bf30,1.7748195773739337,0.0091649538307266,0.7344746617311566,0.9259196128548148,0.0749146214338595,0.4567657696076534,0.6475494822498984,0.1580551987048457,0.1670562497740995,0.0069212521758337,0.7519421109048817,0.7344746617311566,-1.0467095885953248,-0.1407462405332132,,0.9189983606789812,0.0069212521758337,0.9259196128548149,1.1102230246251565e-16
coupled,48000,21,1,010aa30e51836eeb1d0b2f3c13fdad4d158ec9cd81af62b9fe181df4c7aef7c4,1.8279640643018336,0.0573232595884085,-1.2392140577868425,3.0181687326281983,0.0229471805549394,1.4616463972006812,0.1259411036571744,1.52102326938744,1.5519006885923412,0.0159121691152659,1.4503558749205914,-1.2392140577868425,-1.4765733257324,-1.6090902639579563,,3.0022565635129324,0.0159121691152659,3.0181687326281983,0.0
coupled,48000,21,2,a4040649f24d949a9daac8111c269e4d1a5257c969fae12fa7c69d0df9dbb2a3,1.4932281978423303,0.0283788418258357,-1.0352587799501831,2.534922554757981,0.0495115990150836,1.840958087085052,0.2600333536830752,1.0609694825797282,1.237363172750816,0.2185363529999833,1.0790230290071814,-1.0352587799501831,-1.872641274585732,-1.2398080497470405,,2.3163862017579975,0.2185363529999833,2.534922554757981,0.0
coupled,48000,21,3,f554c10b3a6ea3aad3da67bdd8822e211e5b121bc19cccf58079def91c367dd6,2.396914805659309,0.1715197474136127,-0.7605813689386114,2.890070628496657,0.0343027336660375,1.7376560030684407,0.0974692656924252,1.397655947043013,1.452618211906052,0.060641897610226,1.3768105189803794,-0.7605813689386114,-1.7481211482858885,-1.450357333851953,,2.8294287308864314,0.060641897610226,2.8900706284966575,4.440892098500626e-16
coupled,48000,21,4,efeb704908aab4b37f9eb437d7027df36470cc446a4008dae4aeb97dab9705a9,2.271504401324224,0.0252154292793507,0.1553762529533426,1.9159734342803485,0.1080320612628695,0.7051327011278683,0.546201587922035,0.8180669446774751,0.6839054259654771,0.1000728222034625,1.1319951861114086,0.1553762529533426,-1.1700629446509678,-0.791306227813541,,1.8159006120768857,0.1000728222034625,1.9159734342803483,-2.220446049250313e-16
coupled,48000,21,5,e026480bfdede18b0cad8aa9a8396507da1a7d4e1d8f8b035f580d6cf1dfb08c,2.0623559224708314,0.0924148232998617,-0.3512124251179482,2.3744964988644988,0.1097073621559381,0.5381827662748166,1.6480531782043912,0.404159873862,0.3533324802808752,0.1397475694727039,1.8814164491109195,-0.3512124251179482,-2.076282792320623,-0.4044056638646467,,2.234748929391795,0.1397475694727039,2.3744964988644988,0.0
