condition,checkpoint,seed,episode,external_sha256,phi_r_g,phi_r_z,group_decoupling_g,group_downward_g,group_part_driven_g,atom_base_part0_to_whole_g,atom_parts_to_whole_g,atom_part1_to_whole_g,atom_whole_to_part0_g,atom_whole_to_parts_g,atom_whole_to_part1_g,atom_whole_to_whole_g,atom_part0_to_part1_g,atom_part1_to_part0_g,phi_r_g_shuffled,whole_to_single_sum,whole_to_parts,downward_reconstructed,downward_reconstruction_error
coupled,48000,2,0,2bdde52c6bb6e994a3f0d7c441ff03c743b87486b9efafb8c87e3d9aefd1bf30,1.2302154206833105,0.0147449449122991,-0.7474905101310374,1.8306008490027008,0.0693251409658999,1.3449177808444677,0.2505559046944534,0.7479002065974203,0.8045981514419127,0.0774222490741392,0.9485804484866488,-0.7474905101310374,-1.461510045464718,-0.8125387057057236,,1.7531785999285616,0.0774222490741392,1.8306008490027008,0.0
coupled,48000,2,1,010aa30e51836eeb1d0b2f3c13fdad4d158ec9cd81af62b9fe181df4c7aef7c4,1.9783662081887197,0.1498107475063917,-1.0280811032163246,2.9174320882569527,0.0830752066701578,1.3379554743521604,0.2621622858845165,1.4623348380763326,1.3127542790294386,0.1280347116667859,1.4766430975607283,-1.0280811032163246,-1.512243520860398,-1.4671338707824533,,2.789397376590167,0.1280347116667859,2.917432088256953,4.440892098500626e-16
coupled,48000,2,2,a4040649f24d949a9daac8111c269e4d1a5257c969fae12fa7c69d0df9dbb2a3,2.0838797430127283,0.19819822031729,-1.3757274803083543,3.505971376545984,0.0406123422532413,1.5975563270184838,0.4739319508733559,1.4603965793034752,1.787937003132189,0.3144949115622892,1.4035394618515054,-1.3757274803083543,-1.6121565222907306,-1.879115992651343,,3.1914764649836944,0.3144949115622892,3.5059713765459835,-4.440892098500626e-16
coupled,48000,2,3,f554c10b3a6ea3aad3da67bdd8822e211e5b121bc19cccf58079def91c367dd6,1.9205022449170888,0.0188470486398126,0.4760872089462795,1.3719724934536242,0.0365736462065319,0.7319630203662191,0.4259475799320095,0.3023509318149822,0.6959782882058158,0.3477629864704814,0.3282312187773271,0.4760872089462795,-0.7193154355490465,-0.7043724503576324,,1.024209506983143,0.3477629864704814,1.3719724934536244,2.220446049250313e-16
coupled,48000,2,4,efeb704908aab4b37f9eb437d7027df36470cc446a4008dae4aeb97dab9705a9,1.80654579412585,0.1259436366322494,-0.4796471944728586,2.1468085276015287,0.0196723008836881,0.7638285189639356,0.6112927431895656,1.04865789658369,1.371523340926398,0.0214228095263404,0.75386237714879,-0.4796471944728586,-0.765667739679099,-1.638439118174404,,2.1253857180751883,0.0214228095263404,2.1468085276015287,0.0
coupled,48000,2,5,e026480bfdede18b0cad8aa9a8396507da1a7d4e1d8f8b035f580d6cf1dfb08c,1.8242613938091443,0.1299364538079315,-0.9946384987855872,2.783407472137012,0.0579182186237288,1.3049061760933451,0.2205797181204973,1.349046233402654,1.4224533947371407,0.1113658263510419,1.2495882510488292,-0.9946384987855872,-1.3164117969982143,-1.500202111994553,,2.6720416457859697,0.1113658263510419,2.7834074721370117,-4.440892098500626e-16
coupled,48000,2,6,aa52b477675f028f7f05585d6e76d7c1e052216fc5ff0c12d5b19191dbb9f848,1.8013144040871856,0.0286163443087344,-1.3280249350731204,3.153665590181279,0.0956189384621644,1.3759405664138011,0.3401703995117378,1.8316386438671015,1.5160155489312177,0.201838192959403,1.4358118482906583,-1.3280249350731204,-1.4697615873793373,-1.9823690839511392,,2.951827397221876,0.201838192959403,3.153665590181279,0.0
coupled,48000,2,7,0193a206e04983fbfc2b0b7090a2206526ec6d42519b69d1a4291436c936eec5,1.5675790940895649,0.0842602302164646,0.2975355811390638,1.2243889445796563,0.0714114510299206,0.506210923433954,0.583651119908547,0.2980405322470911,0.2899528173747701,0.0313562133650249,0.9030799138398612,0.2975355811390638,-1.032703732585751,-0.2837873919739202,,1.1930327312146312,0.0313562133650249,1.224388944579656,-2.220446049250313e-16
coupled,48000,2,8,61d4cf29a73d0fbebcfd1d461184e2ae14c4900d005b36c4d18f6b61215564be,2.085934276935385,0.0398032600166897,-1.5194636728832966,3.604087423394475,0.089077763594219,1.7243618034618642,0.3596502074351551,1.644788663992935,1.806858894753566,0.1878859885980066,1.6093425400429022,-1.5194636728832966,-1.7463978541249112,-1.893325057170824,,3.416201434796468,0.1878859885980066,3.604087423394475,0.0
coupled,48000,2,9,794bd6f53d04e380a07ad3b23a7b78a7204d02f669ee999f3c58aefed46e047b,1.923417475075471,0.3569016900766356,0.2560023002141625,1.7275110565416825,0.0682011552016468,0.2490806961284242,1.463097495189731,-0.0522867370491804,1.3007118734247411,0.4912065001214283,-0.0644073170044869,0.2560023002141625,-0.2490806961284242,-1.342609602938904,,1.2363045564202542,0.4912065001214283,1.7275110565416825,0.0
coupled,48000,3,0,2bdde52c6bb6e994a3f0d7c441ff03c743b87486b9efafb8c87e3d9aefd1bf30,1.6254360178837426,0.0522668378103035,1.46572021576183,0.078282968204222,0.0759258516699887,-0.2547720403954381,0.386833284902184,0.0,-0.1243592089017506,0.1334265774768308,0.0692155996291419,1.46572021576183,-0.0561353928367571,0.0,,-0.05514360927260871,0.1334265774768308,0.07828296820422208,8.326672684688674e-17
coupled,48000,3,1,010aa30e51836eeb1d0b2f3c13fdad4d158ec9cd81af62b9fe181df4c7aef7c4,2.6195039513602274,0.0576630363507115,1.4469533913517956,1.1146863124205562,0.0725697912555778,-0.489636412610968,1.655426152089251,0.0,-0.3979125031000143,0.4226379690626982,1.0899608464578725,1.4469533913517956,-1.0932199482227052,0.0,,0.6920483433578581,0.4226379690626982,1.1146863124205564,2.220446049250313e-16
coupled,48000,3,2,a4040649f24d949a9daac8111c269e4d1a5257c969fae12fa7c69d0df9dbb2a3,1.8296634778808571,0.116250244515083,1.0218575577856828,0.7403675916419319,0.0277322384152022,0.2067816464200174,0.454420409451563,0.1274827995194383,0.1176936697516408,0.0160562734213458,0.6066176484689452,1.0218575577856828,-0.6419148936635526,-0.1190377233122639,,0.724311318220586,0.0160562734213458,0.7403675916419319,0.0
coupled,48000,3,3,f554c10b3a6ea3aad3da67bdd8822e211e5b121bc19cccf58079def91c367dd6,2.1598160858001214,0.1076762449952811,1.2327065294318067,0.8454002769142982,0.0542878567530574,-0.2892125872722841,1.2077612776021542,0.0,-0.194928061939964,0.20275314568585,0.8375751931684122,1.2327065294318067,-0.8642608335768126,0.0,,0.6426471312284482,0.20275314568585,0.8454002769142982,0.0
coupled,48000,3,4,efeb704908aab4b37f9eb437d7027df36470cc446a4008dae4aeb97dab9705a9,1.954082799947439,0.0384793264821497,0.6872274982046491,1.1105730867013266,0.1588132645965398,0.3598156109946238,0.5747094597511251,0.2687251789264988,0.1899921190075977,0.1156528379245069,0.8049281297692219,0.6872274982046491,-0.8301816248148044,-0.2142553602609034,,0.9949202487768196,0.1156528379245069,1.1105730867013266,0.0
coupled,48000,3,5,e026480bfdede18b0cad8aa9a8396507da1a7d4e1d8f8b035f580d6cf1dfb08c,2.1462162991920577,0.0069992528798863,0.7083018790926068,1.304317167347354,0.2300281150890257,-0.0228851827188285,1.5825332361887146,0.0,-4.440892098500626e-16,0.0307385324812212,1.273578634866133,0.7083018790926068,-1.3296199383808602,0.0,,1.2735786348661327,0.0307385324812212,1.304317167347354,0.0
coupled,48000,3,6,aa52b477675f028f7f05585d6e76d7c1e052216fc5ff0c12d5b19191dbb9f848,2.2747050187202995,0.1014726112884931,1.3426466383816895,0.9837481600269192,0.0264362670612492,-0.309672561573274,1.2981537653025206,0.0,-0.1657320310750878,0.2002468171603522,0.949233373941655,1.3426466383816895,-0.9620449366679972,0.0,,0.7835013428665671,0.2002468171603522,0.9837481600269193,1.1102230246251565e-16
coupled,48000,3,7,0193a206e04983fbfc2b0b7090a2206526ec6d42519b69d1a4291436c936eec5,1.7030009443856626,0.0295453349866617,1.1550734113568553,0.5206714430473536,0.0040258489399795,-0.1299639712414018,0.6589501665080255,0.0,-0.154260067755191,0.1590371676843771,0.5158943431181675,1.1550734113568553,-0.5249603463266441,0.0,,0.36163427536297654,0.1590371676843771,0.5206714430473536,0.0
coupled,48000,3,8,61d4cf29a73d0fbebcfd1d461184e2ae14c4900d005b36c4d18f6b61215564be,1.9126230894453289,0.1018498164578211,1.1633030006621792,0.7230671721467772,0.0466007348451972,0.1670049273976324,0.1981484346740454,0.3914334791881332,0.3681665703311667,0.0388759501462248,0.3160246516693856,1.1633030006621792,-0.324206577009184,-0.3857795294054298,,0.6841912220005523,0.0388759501462248,0.7230671721467771,-1.1102230246251565e-16
coupled,48000,3,9,794bd6f53d04e380a07ad3b23a7b78a7204d02f669ee999f3c58aefed46e047b,2.1145568951584397,0.1049390182987269,1.401478980192004,0.6882418069817657,0.0946797125271241,-0.0876496478564794,0.9123051846767922,0.0,0.0,0.0419507892120636,0.6462910177697021,1.401478980192004,-0.7299758242931886,0.0,,0.6462910177697021,0.0419507892120636,0.6882418069817657,0.0
coupled,48000,4,0,2bdde52c6bb6e994a3f0d7c441ff03c743b87486b9efafb8c87e3d9aefd1bf30,1.8634806082882676,0.0423113903583857,-0.913119149360571,2.7838838596102007,0.0483645285961278,1.0124375304921251,0.740911249205209,1.0587948594022245,0.961886903229206,0.1895319275167877,1.6324650288642069,-0.913119149360571,-1.7012577250024177,-1.0625213855010132,,2.5943519320934127,0.1895319275167877,2.7838838596102002,-4.440892098500626e-16
coupled,48000,4,1,010aa30e51836eeb1d0b2f3c13fdad4d158ec9cd81af62b9fe181df4c7aef7c4,2.0438186809796397,0.1344643412320068,-0.6402714705914434,2.6516789597172963,0.1035485920299628,0.920226681628762,1.1117385050851478,0.7652347180932293,0.7301713982689728,0.1613286079396547,1.760178953508669,-0.6402714705914434,-1.9225744862778853,-0.7710768264992907,,2.490350351777642,0.1613286079396547,2.6516789597172967,4.440892098500626e-16
coupled,48000,4,2,a4040649f24d949a9daac8111c269e4d1a5257c969fae12fa7c69d0df9dbb2a3,2.108729135792724,0.1123715199224065,-1.0730274010775176,3.2217441778033926,0.149238515446765,1.2829293605864651,0.8222134738138647,1.2502334272052802,1.138717688997258,0.2430895161754511,1.839936972630684,-1.0730274010775176,-1.941884860814696,-1.2642528853441493,,2.978654661627942,0.2430895161754511,3.221744177803393,4.440892098500626e-16
coupled,48000,4,3,f554c10b3a6ea3aad3da67bdd8822e211e5b121bc19cccf58079def91c367dd6,1.939615844359144,0.0580941619515323,0.0233906265021106,1.859293796520777,0.0942165639376366,0.1109163719709309,1.3648803963937552,0.4187230515255775,0.0496367883292143,0.4441178812722852,1.3655391269192774,0.0233906265021106,-1.3808127402456996,-0.4194905157069275,,1.4151759152484917,0.4441178812722852,1.859293796520777,0.0
coupled,48000,4,4,efeb704908aab4b37f9eb437d7027df36470cc446a4008dae4aeb97dab9705a9,1.7754061295352228,0.0816449734860952,-0.2604870463110611,2.0489974494000056,0.0642573133522148,1.0490946676168869,0.3662374966708461,0.826385277083507,0.7836573768386015,0.1277956299928124,1.1375444425685917,-0.2604870463110611,-1.3224734623950676,-0.8549866656239575,,1.9212018194071931,0.1277956299928124,2.0489974494000056,0.0
coupled,48000,4,5,e026480bfdede18b0cad8aa9a8396507da1a7d4e1d8f8b035f580d6cf1dfb08c,1.7269064719651954,0.1000642952404224,-1.0441919824265398,2.781419581378321,0.0949202047902311,1.5201783881956188,0.3053739269841631,1.269055984379606,1.2516596450944235,0.1058541163262019,1.4239058199576955,-1.0441919824265398,-1.688013242869585,-1.3116748518995718,,2.6755654650521192,0.1058541163262019,2.781419581378321,0.0
coupled,48000,4,6,aa52b477675f028f7f05585d6e76d7c1e052216fc5ff0c12d5b19191dbb9f848,2.219631330531051,0.0758374285255068,-0.5879501238026847,2.867733570172432,0.0578257148462371,0.6307416213296824,0.9499644430077808,1.2140491244486706,0.6057191099525845,0.7473560811415427,1.514658379078305,-0.5879501238026847,-1.522282365670855,-1.2146471082690415,,2.1203774890308895,0.7473560811415427,2.8677335701724322,4.440892098500626e-16
