seed,episode,rep,mean_empirical_rho,mean_surrogate_rho,mean_abs_rho_error,median_empirical_sd,median_surrogate_sd
2,2,1,0.9922204498396204,0.9842928563051525,0.00853237473312938,0.10517373851301354,0.10517373851301355
2,2,2,0.9922204498396204,0.9853958846658365,0.006824565173784085,0.10517373851301354,0.10517373851301355
2,2,3,0.9922204498396204,0.9864484641127339,0.005980126964204691,0.10517373851301354,0.10517373851301356
2,2,4,0.9922204498396204,0.9871793048263385,0.005299721039565127,0.10517373851301354,0.10517373851301354
2,3,0,0.9885989114470858,0.9797414562929093,0.01019372970291188,0.08972083371506517,0.08972083371506517
2,3,1,0.9885989114470858,0.984187730662835,0.005361113189625677,0.08972083371506517,0.08972083371506517
2,3,2,0.9885989114470858,0.9765328832415258,0.012654026000538296,0.08972083371506517,0.08972083371506517
2,3,3,0.9885989114470858,0.9823485112059483,0.00703365350191006,0.08972083371506517,0.08972083371506517
2,3,4,0.9885989114470858,0.981881148714146,0.0073127205699446045,0.08972083371506517,0.08972083371506517
2,4,0,0.985666985182937,0.9813300403030233,0.005072782593976283,0.0837140618008806,0.08371406180088062
2,4,1,0.985666985182937,0.9797127378166142,0.006754590081727778,0.0837140618008806,0.0837140618008806
2,4,2,0.985666985182937,0.983510424505111,0.0037595582127593528,0.0837140618008806,0.0837140618008806
2,4,3,0.985666985182937,0.9794295251024326,0.007328969081067245,0.0837140618008806,0.0837140618008806
2,4,4,0.985666985182937,0.980251980622976,0.006248795131872866,0.0837140618008806,0.08371406180088059
2,5,0,0.9913033234951416,0.9875203926617709,0.003980117108513435,0.09442704610816574,0.09442704610816574
2,5,1,0.9913033234951416,0.9872649683756533,0.0052729556206124835,0.09442704610816574,0.09442704610816574
2,5,2,0.9913033234951416,0.9865112505606914,0.005971774217106003,0.09442704610816574,0.09442704610816574
2,5,3,0.9913033234951416,0.979711325821481,0.011591997673660703,0.09442704610816574,0.09442704610816574
2,5,4,0.9913033234951416,0.990783985851727,0.002302263094197824,0.09442704610816574,0.09442704610816574
2,6,0,0.988851675467194,0.9805610123637916,0.008729654159634448,0.0919393602582902,0.09193936025829022
2,6,1,0.988851675467194,0.9840108592964404,0.005033323468315143,0.0919393602582902,0.09193936025829019
2,6,2,0.988851675467194,0.9853365749020407,0.0036086818984785627,0.0919393602582902,0.0919393602582902
2,6,3,0.988851675467194,0.9837009313876738,0.007326534483980786,0.0919393602582902,0.09193936025829022
2,6,4,0.988851675467194,0.984816999433156,0.006390995994296387,0.0919393602582902,0.09193936025829022
2,7,0,0.9904047074992842,0.986224206975363,0.005949686820112839,0.10191393877501986,0.10191393877501986
2,7,1,0.9904047074992842,0.986806150600153,0.0045440800057236315,0.10191393877501986,0.10191393877501986
2,7,2,0.9904047074992842,0.9831056914138001,0.007729259090808016,0.10191393877501986,0.10191393877501986
2,7,3,0.9904047074992842,0.9817689126607033,0.00888630012801848,0.10191393877501986,0.10191393877501986
2,7,4,0.9904047074992842,0.9847860572383493,0.00715405564947777,0.10191393877501986,0.10191393877501986
2,8,0,0.987654513557466,0.9815648586317799,0.007451281430603455,0.08883013286177864,0.08883013286177864
2,8,1,0.987654513557466,0.9799918612277646,0.0076823863393509495,0.08883013286177864,0.08883013286177864
2,8,2,0.987654513557466,0.9828149236380427,0.0051197733728238215,0.08883013286177864,0.08883013286177865
2,8,3,0.987654513557466,0.9825111460431581,0.00637160953675799,0.08883013286177864,0.08883013286177865
2,8,4,0.987654513557466,0.9841677290365359,0.006137323570240799,0.08883013286177864,0.08883013286177864
2,9,0,0.9899423403860118,0.9855059643678693,0.004968594503299238,0.09877221404370076,0.09877221404370076
2,9,1,0.9899423403860118,0.9836741723063769,0.00713377307242168,0.09877221404370076,0.09877221404370076
2,9,2,0.9899423403860118,0.981134361890073,0.008807978495938765,0.09877221404370076,0.09877221404370076
2,9,3,0.9899423403860118,0.9861319803124244,0.004811011466475131,0.09877221404370076,0.09877221404370073
2,9,4,0.9899423403860118,0.9854627710531606,0.005076775967902829,0.09877221404370076,0.09877221404370075
3,0,0,0.9908177513864413,0.987533424917522,0.0041779951583672354,0.06298642215661583,0.06298642215661582
3,0,1,0.9908177513864413,0.9853996229390942,0.005968432527222354,0.06298642215661583,0.06298642215661585
3,0,2,0.9908177513864413,0.9867063938890004,0.006976013551554194,0.06298642215661583,0.06298642215661583
3,0,3,0.9908177513864413,0.982648655883895,0.008570465524790405,0.06298642215661583,0.06298642215661583
3,0,4,0.9908177513864413,0.9831575411753394,0.008922032355012812,0.06298642215661583,0.06298642215661583
3,1,0,0.985213616223399,0.9814271089897592,0.008382872358866597,0.0787712002913589,0.07877120029135888
3,1,1,0.985213616223399,0.982365901127054,0.004545212880246906,0.0787712002913589,0.07877120029135888
3,1,2,0.985213616223399,0.9798048604121274,0.006794895036877783,0.0787712002913589,0.0787712002913589
3,1,3,0.985213616223399,0.9777815194645605,0.009503905467805237,0.0787712002913589,0.0787712002913589
3,1,4,0.985213616223399,0.9781083519124546,0.008040453661852113,0.0787712002913589,0.07877120029135888
3,2,0,0.9915585399061765,0.9835380615921573,0.008020478314019345,0.0650155190099653,0.0650155190099653
3,2,1,0.9915585399061765,0.9807226864567431,0.010835853449433478,0.0650155190099653,0.0650155190099653
3,2,2,0.9915585399061765,0.9872393258495001,0.004886677171344445,0.0650155190099653,0.0650155190099653
3,2,3,0.9915585399061765,0.9850531453184971,0.0072183002603546835,0.0650155190099653,0.0650155190099653
3,2,4,0.9915585399061765,0.9875370671263256,0.004021472779850978,0.0650155190099653,0.0650155190099653
3,3,0,0.9914982655160177,0.9788397548699058,0.012658510646112139,0.06412532544949576,0.06412532544949576
3,3,1,0.9914982655160177,0.9888401052151115,0.002999424736715328,0.06412532544949576,0.06412532544949577
3,3,2,0.9914982655160177,0.9860216483564824,0.006177330537553649,0.06412532544949576,0.06412532544949576
3,3,3,0.9914982655160177,0.9860020078368592,0.005579467940754719,0.06412532544949576,0.06412532544949576
3,3,4,0.9914982655160177,0.9894665924322559,0.003253039493320962,0.06412532544949576,0.06412532544949576
3,4,0,0.9887629706167734,0.9863319759414577,0.00401557941493504,0.07371370371291763,0.07371370371291763
3,4,1,0.9887629706167734,0.9851936339561304,0.00568899387725369,0.07371370371291763,0.07371370371291763
3,4,2,0.9887629706167734,0.9833658381320717,0.007236200433563951,0.07371370371291763,0.07371370371291765
3,4,3,0.9887629706167734,0.9844386790813054,0.006865340321055661,0.07371370371291763,0.07371370371291763
3,4,4,0.9887629706167734,0.9823574581255375,0.00704551033692281,0.07371370371291763,0.07371370371291763
3,5,0,0.9898031901866936,0.9838266953006345,0.005976494886059364,0.06001399290067362,0.06001399290067362
3,5,1,0.9898031901866936,0.979656866801445,0.010146323385248809,0.06001399290067362,0.06001399290067362
3,5,2,0.9898031901866936,0.9858603080778532,0.0049273766204462055,0.06001399290067362,0.06001399290067362
3,5,3,0.9898031901866936,0.985750301919491,0.004822353739773642,0.06001399290067362,0.06001399290067362
3,5,4,0.9898031901866936,0.9868279075614529,0.003826851160027613,0.06001399290067362,0.06001399290067362
3,6,0,0.9887938509105566,0.9859661657248187,0.0037983176870929982,0.08412991462815067,0.08412991462815067
3,6,1,0.9887938509105566,0.9834777342194431,0.005316116691113436,0.08412991462815067,0.08412991462815067
3,6,2,0.9887938509105566,0.9850425668773743,0.006437071584105253,0.08412991462815067,0.08412991462815067
3,6,3,0.9887938509105566,0.9854827312702329,0.0044253944133263445,0.08412991462815067,0.08412991462815067
3,6,4,0.9887938509105566,0.9809205877599217,0.008786780175356482,0.08412991462815067,0.08412991462815067
3,7,0,0.9869426421176706,0.9794585016357625,0.008525146484749438,0.07124049164645888,0.07124049164645886
3,7,1,0.9869426421176706,0.9815741116053626,0.005408667418276179,0.07124049164645888,0.07124049164645888
3,7,2,0.9869426421176706,0.9807185634626462,0.007266934414240848,0.07124049164645888,0.07124049164645888
3,7,3,0.9869426421176706,0.9864086023937785,0.003177638060560243,0.07124049164645888,0.07124049164645888
3,7,4,0.9869426421176706,0.9811318853156124,0.005833549384154785,0.07124049164645888,0.07124049164645888
3,8,0,0.986160081144201,0.9803501952816496,0.007275345086554956,0.06863610065560986,0.06863610065560986
3,8,1,0.986160081144201,0.9820575625562169,0.005694842521376707,0.06863610065560986,0.06863610065560985
3,8,2,0.986160081144201,0.9849186125280238,0.0052058825452343345,0.06863610065560986,0.06863610065560988
3,8,3,0.986160081144201,0.9792272193108799,0.007322253224709918,0.06863610065560986,0.06863610065560988
3,8,4,0.986160081144201,0.9777562802830787,0.009023446051187795,0.06863610065560986,0.06863610065560988
3,9,0,0.988565369577926,0.9828010610124646,0.008409170127254487,0.0656974678015633,0.0656974678015633
3,9,1,0.988565369577926,0.981451594889425,0.008915096577877257,0.0656974678015633,0.0656974678015633
3,9,2,0.988565369577926,0.9833390872008629,0.007676794568468842,0.0656974678015633,0.0656974678015633
3,9,3,0.988565369577926,0.9836571717892065,0.005818261292855907,0.0656974678015633,0.0656974678015633
3,9,4,0.988565369577926,0.9854823020221403,0.003931675454031179,0.0656974678015633,0.0656974678015633
4,0,0,0.9892225411448371,0.9845429528543947,0.004844772134893732,0.06222610908194698,0.06222610908194698
4,0,1,0.9892225411448371,0.9831085004345907,0.006242136122467,0.06222610908194698,0.06222610908194698
4,0,2,0.9892225411448371,0.9850569524199196,0.005217984819648931,0.06222610908194698,0.06222610908194698
4,0,3,0.9892225411448371,0.9797906061861945,0.009949760472744531,0.06222610908194698,0.06222610908194698
4,0,4,0.9892225411448371,0.9840118771368703,0.005210664007966844,0.06222610908194698,0.06222610908194697
4,1,0,0.9917354244738775,0.9915150693960929,0.002451767400686015,0.0810102338519016,0.0810102338519016
4,1,1,0.9917354244738775,0.9889091852653767,0.0034689941215705253,0.0810102338519016,0.08101023385190159
4,1,2,0.9917354244738775,0.9882290289383131,0.0038963649047951596,0.0810102338519016,0.0810102338519016
4,1,3,0.9917354244738775,0.9858949773713879,0.006649105317458113,0.0810102338519016,0.08101023385190159
4,1,4,0.9917354244738775,0.9858162880701561,0.006170419130504072,0.0810102338519016,0.08101023385190162
4,2,0,0.9918890362247437,0.9868127892040232,0.006476575008390467,0.06526756125836583,0.06526756125836583
4,2,1,0.9918890362247437,0.9841732823633319,0.007917052842693404,0.06526756125836583,0.06526756125836583
4,2,2,0.9918890362247437,0.9853190033623104,0.006570032862433249,0.06526756125836583,0.06526756125836583
4,2,3,0.9918890362247437,0.9847331649436062,0.007726870085958422,0.06526756125836583,0.06526756125836583
4,2,4,0.9918890362247437,0.9850481361737291,0.007483109930571857,0.06526756125836583,0.06526756125836583
4,3,0,0.9915422532836242,0.9875199159335706,0.0050442047077945695,0.06651211771071232,0.06651211771071232
4,3,1,0.9915422532836242,0.986758455050064,0.00513531108457783,0.06651211771071232,0.06651211771071233
4,3,2,0.9915422532836242,0.9875780379919612,0.004793767502515728,0.06651211771071232,0.06651211771071232
4,3,3,0.9915422532836242,0.9867753863488161,0.0056367393631275116,0.06651211771071232,0.06651211771071233
4,3,4,0.9915422532836242,0.9866639915558961,0.005256692772640126,0.06651211771071232,0.06651211771071232
4,4,0,0.9916927034573774,0.9882541916591845,0.004127831163720101,0.06657897183629641,0.06657897183629641
4,4,1,0.9916927034573774,0.9855353999015976,0.006920489128163186,0.06657897183629641,0.06657897183629641
4,4,2,0.9916927034573774,0.9875301150914111,0.0050456122870499625,0.06657897183629641,0.06657897183629641
4,4,3,0.9916927034573774,0.9841631501372717,0.0077714874375741,0.06657897183629641,0.06657897183629641
4,4,4,0.9916927034573774,0.984813322942289,0.007237985727042188,0.06657897183629641,0.06657897183629641
4,5,0,0.9932672273644049,0.9873248192736567,0.0062774397159151285,0.06255199261250456,0.06255199261250456
4,5,1,0.9932672273644049,0.9855388203006807,0.007728407063724185,0.06255199261250456,0.06255199261250455
4,5,2,0.9932672273644049,0.9845024812307326,0.008764746133672285,0.06255199261250456,0.06255199261250456
4,5,3,0.9932672273644049,0.989712291439702,0.003818587843055656,0.06255199261250456,0.06255199261250456
4,5,4,0.9932672273644049,0.988262090684754,0.0051913462103870545,0.06255199261250456,0.06255199261250456
4,6,0,0.9924972813231333,0.9868470175318808,0.006402924236690403,0.06341281914457042,0.06341281914457042
4,6,1,0.9924972813231333,0.9870724263415122,0.006163362681060204,0.06341281914457042,0.06341281914457042
4,6,2,0.9924972813231333,0.989044724154014,0.003525072393189379,0.06341281914457042,0.06341281914457042
4,6,3,0.9924972813231333,0.9849313667493953,0.007719419955644846,0.06341281914457042,0.06341281914457042
4,6,4,0.9924972813231333,0.985590046987637,0.007535825266736916,0.06341281914457042,0.06341281914457042
4,7,0,0.9918905280522257,0.9847258374570872,0.00716469059513856,0.06363965737236825,0.06363965737236825
4,7,1,0.9918905280522257,0.9863131637657799,0.006144814581519054,0.06363965737236825,0.06363965737236825
4,7,2,0.9918905280522257,0.988919531089242,0.004422434011040958,0.06363965737236825,0.06363965737236824
4,7,3,0.9918905280522257,0.9874665736003272,0.005446416190706062,0.06363965737236825,0.06363965737236825
4,7,4,0.9918905280522257,0.9857839760862905,0.0066028952215702414,0.06363965737236825,0.06363965737236824
4,8,0,0.9914916338549206,0.9872459767825403,0.005086975162988468,0.06587861201983024,0.06587861201983024
4,8,1,0.9914916338549206,0.9833013234957947,0.008890534389543106,0.06587861201983024,0.06587861201983024
4,8,2,0.9914916338549206,0.982989036352964,0.00876979301551071,0.06587861201983024,0.06587861201983024
4,8,3,0.9914916338549206,0.9810970072791277,0.010394626575792812,0.06587861201983024,0.06587861201983024
4,8,4,0.9914916338549206,0.9861290067503989,0.005374431788537294,0.06587861201983024,0.06587861201983024
4,9,0,0.9918368537994598,0.9840147204346082,0.008005829622382507,0.062022503976618314,0.06202250397661831
4,9,1,0.9918368537994598,0.9874897503292869,0.004532894642806133,0.062022503976618314,0.06202250397661832
4,9,2,0.9918368537994598,0.9853088342447571,0.006575769851106722,0.062022503976618314,0.06202250397661832
4,9,3,0.9918368537994598,0.9868488929910648,0.007341089803515832,0.062022503976618314,0.06202250397661832
4,9,4,0.9918368537994598,0.9869644785099396,0.005816158965294462,0.062022503976618314,0.06202250397661832
5,0,0,0.9894354754261926,0.9836110327753045,0.006598043361619473,0.0720048650489532,0.0720048650489532
5,0,1,0.9894354754261926,0.9818521639979473,0.007757081772443118,0.0720048650489532,0.0720048650489532
5,0,2,0.9894354754261926,0.9816757636232752,0.009053187608133312,0.0720048650489532,0.0720048650489532
5,0,3,0.9894354754261926,0.9833377048460515,0.006568977334250696,0.0720048650489532,0.0720048650489532
5,0,4,0.9894354754261926,0.9854439509949399,0.004801015053863544,0.0720048650489532,0.0720048650489532
5,1,0,0.990688990615952,0.9875610543809755,0.0052254067460995495,0.07514000308235141,0.0751400030823514
5,1,1,0.990688990615952,0.9828733138338209,0.008426113781403585,0.07514000308235141,0.0751400030823514
5,1,2,0.990688990615952,0.9864164720999001,0.004572778014843515,0.07514000308235141,0.07514000308235141
5,1,3,0.990688990615952,0.9844149661313568,0.006274024484594992,0.07514000308235141,0.0751400030823514
5,1,4,0.990688990615952,0.9846706708202291,0.006228671926347916,0.07514000308235141,0.07514000308235141
5,2,0,0.9888947853513047,0.98483138350481,0.0050822237011215465,0.07242674725439283,0.07242674725439283
5,2,1,0.9888947853513047,0.9847255766374245,0.0054532254172311445,0.07242674725439283,0.07242674725439283
5,2,2,0.9888947853513047,0.9858592683764327,0.003512924980016217,0.07242674725439283,0.07242674725439283
5,2,3,0.9888947853513047,0.9838196150056754,0.005146200401351451,0.07242674725439283,0.07242674725439283
5,2,4,0.9888947853513047,0.9857031928604169,0.004450380357193705,0.07242674725439283,0.07242674725439283
5,3,0,0.9912560554698003,0.9854505508912879,0.006890519497251872,0.08424330125282209,0.08424330125282209
5,3,1,0.9912560554698003,0.9850999508267698,0.006324094838087897,0.08424330125282209,0.08424330125282208
5,3,2,0.9912560554698003,0.98542747819001,0.006345083880816597,0.08424330125282209,0.08424330125282209
5,3,3,0.9912560554698003,0.9856272385473611,0.0064442088795176695,0.08424330125282209,0.08424330125282209
5,3,4,0.9912560554698003,0.9856612860187232,0.006352848878227069,0.08424330125282209,0.08424330125282209
5,4,0,0.9910142131794749,0.9836523475161453,0.00737487119495861,0.0908134505947282,0.0908134505947282
5,4,1,0.9910142131794749,0.9873612761271046,0.006271876560287178,0.0908134505947282,0.0908134505947282
5,4,2,0.9910142131794749,0.9860537409977886,0.006292187015833339,0.0908134505947282,0.0908134505947282
5,4,3,0.9910142131794749,0.9844588296199595,0.006763590110792861,0.0908134505947282,0.0908134505947282
5,4,4,0.9910142131794749,0.9859999750958651,0.005416845794676356,0.0908134505947282,0.0908134505947282
5,5,0,0.9921293030414238,0.9878757403728752,0.0045225531722145424,0.0889285316911959,0.08892853169119591
5,5,1,0.9921293030414238,0.9854721591758807,0.007713370767740535,0.0889285316911959,0.08892853169119591
5,5,2,0.9921293030414238,0.9862408607459358,0.005915484815674776,0.0889285316911959,0.08892853169119588
5,5,3,0.9921293030414238,0.9839318027680511,0.008197500273372635,0.0889285316911959,0.0889285316911959
5,5,4,0.9921293030414238,0.982806695555344,0.009322607486079798,0.0889285316911959,0.0889285316911959
5,6,0,0.991548010716826,0.9845253309788834,0.0071230235172449015,0.08121672943847481,0.08121672943847481
5,6,1,0.991548010716826,0.9860938366359911,0.005941822672741469,0.08121672943847481,0.08121672943847481
5,6,2,0.991548010716826,0.984684124341164,0.0074375058197211534,0.08121672943847481,0.08121672943847481
5,6,3,0.991548010716826,0.9869382991501471,0.005100089440618044,0.08121672943847481,0.08121672943847481
5,6,4,0.991548010716826,0.9844972977811679,0.007535833901576305,0.08121672943847481,0.08121672943847481
5,7,0,0.9914220323009357,0.9849796807007681,0.00703238217919767,0.0894314453638789,0.0894314453638789
5,7,1,0.9914220323009357,0.9865113990242363,0.005543722367057746,0.0894314453638789,0.0894314453638789
5,7,2,0.9914220323009357,0.9880480715029708,0.0038909108560018133,0.0894314453638789,0.08943144536387891
5,7,3,0.9914220323009357,0.9868010418309682,0.0053451818279859524,0.0894314453638789,0.0894314453638789
5,7,4,0.9914220323009357,0.9874488715617278,0.005164032279068624,0.0894314453638789,0.0894314453638789
5,8,0,0.9871588292585507,0.9791625777014533,0.00889406488819075,0.0702153421371103,0.0702153421371103
5,8,1,0.9871588292585507,0.9853570355972502,0.003337878810718629,0.0702153421371103,0.07021534213711028
5,8,2,0.9871588292585507,0.9825433017344082,0.006069206063404137,0.0702153421371103,0.0702153421371103
5,8,3,0.9871588292585507,0.984223884061911,0.0034183239611889718,0.0702153421371103,0.0702153421371103
5,8,4,0.9871588292585507,0.9852311883475785,0.003576551530404879,0.0702153421371103,0.0702153421371103
5,9,0,0.9922867809373818,0.9915785606726971,0.001254600748756357,0.08880871744396046,0.08880871744396046
5,9,1,0.9922867809373818,0.9883493614337752,0.004763738901544014,0.08880871744396046,0.08880871744396046
5,9,2,0.9922867809373818,0.9862650197124917,0.0061002077209362515,0.08880871744396046,0.08880871744396047
5,9,3,0.9922867809373818,0.9848075130365707,0.007479267900810947,0.08880871744396046,0.08880871744396046
5,9,4,0.9922867809373818,0.9843654519423203,0.00792132899506138,0.08880871744396046,0.08880871744396047
6,0,0,0.9903910574334085,0.9852512495590161,0.005181788568449798,0.09423019619110756,0.09423019619110756
6,0,1,0.9903910574334085,0.9858677275860909,0.005234758490269581,0.09423019619110756,0.09423019619110758
6,0,2,0.9903910574334085,0.9857986729131669,0.004916005902679692,0.09423019619110756,0.09423019619110756
6,0,3,0.9903910574334085,0.9851075175961901,0.00794400174692784,0.09423019619110756,0.09423019619110756
6,0,4,0.9903910574334085,0.9850840364888023,0.005561743835426125,0.09423019619110756,0.09423019619110756
6,1,0,0.9905248542877908,0.9826520968405429,0.00787275744724796,0.10326898404285943,0.10326898404285943
6,1,1,0.9905248542877908,0.9858112196057552,0.005633487739953573,0.10326898404285943,0.10326898404285942
6,1,2,0.9905248542877908,0.9844128959885675,0.007439975409578803,0.10326898404285943,0.10326898404285943
6,1,3,0.9905248542877908,0.9810926405918772,0.00943221369591346,0.10326898404285943,0.10326898404285943
6,1,4,0.9905248542877908,0.9833477959754767,0.007801839455146074,0.10326898404285943,0.10326898404285943
6,2,0,0.9916031281815859,0.9853104593368006,0.00648023254752265,0.09785432133657032,0.09785432133657032
6,2,1,0.9916031281815859,0.9870895225634095,0.005086323226855205,0.09785432133657032,0.09785432133657032
6,2,2,0.9916031281815859,0.985878752127451,0.007227015530031873,0.09785432133657032,0.09785432133657032
6,2,3,0.9916031281815859,0.9858165039016374,0.005788669344669252,0.09785432133657032,0.09785432133657032
6,2,4,0.9916031281815859,0.986568751070208,0.005210433319821628,0.09785432133657032,0.09785432133657032
6,3,0,0.9834240179915215,0.9765662767334877,0.007155608530200104,0.05914958830784687,0.05914958830784686
6,3,1,0.9834240179915215,0.9771778351397299,0.0074458385982299384,0.05914958830784687,0.05914958830784687
6,3,2,0.9834240179915215,0.9784700072416577,0.007197375157279418,0.05914958830784687,0.05914958830784687
6,3,3,0.9834240179915215,0.9789850786907173,0.006415099042093697,0.05914958830784687,0.05914958830784687
6,3,4,0.9834240179915215,0.9780379912873483,0.006628148519680975,0.05914958830784687,0.059149588307846876
6,4,0,0.9849742081649634,0.9813954217612321,0.003902702338322526,0.10284141508295747,0.10284141508295747
